id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,mzCalc,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction,fileName,scanId
M137T30,137.059616088867,30.2675,153481.640625,C07086,136.0524,C8H8O2,Phenylacetic acid,[M+H]+,0,4,Ms1,0.252845157075145,0.857094032950563,0.111111111111111,0.24299349772901,3,0,0,0.000894185565824879,M121T6: C00601,C00601,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a,,0
M137T30,137.059616088867,30.2675,153481.640625,C07054,137.0589,C6H7N3O,Isoniazid,[M]+,0,5,Ms1,0,0,0,0.0625,3,0,0,0.00275496457978108,M124T115: C07446,C07446,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M137T30,137.059616088867,30.2675,153481.640625,C10700,136.0524,C8H8O2,4'-Hydroxyacetophenone,[M+H]+,0,4,Ms1,0.230468289175684,0.0745799243839679,0,0.0625,3,0,0,0.00284499699421348,M157T470: C13638,C13638,RC01377,C1c-C5a:*-*:C1a+C8y+O1a-C1a+C8y+O5a,,0
M137T30,137.059616088867,30.2675,153481.640625,C07211,136.0524,C8H8O2,m-Methylbenzoate,[M+H]+,0,4,Ms1,0.252845157075145,0.857094032950563,0.111111111111111,0.135817709906659,3,0,0,0.000954334719381444,M121T6: C07209,C07209,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T30,137.059616088867,30.2675,153481.640625,C07085,136.0524,C8H8O2,3-Vinylcatechol,[M+H]+,0,4,Ms1,0.230468289175684,0.0745799243839679,0,0.0625,3,0,0,0.00284499699421348,M157T470: C07084,C07084,RC00534,C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a C1y-C8y:*-*:C1y+C2y+O1a-C8y+C8y+O1a,,0
M137T30,137.059616088867,30.2675,153481.640625,C07215,136.0524,C8H8O2,o-Toluate,[M+H]+,0,4,Ms1,0.252845157075145,0.857094032950563,0.111111111111111,0.135817709906659,3,0,0,0.000954334719381444,M121T6: C07214,C07214,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T30,137.059616088867,30.2675,153481.640625,C01454,136.0524,C8H8O2,Toluate,[M+H]+,0,4,Ms1,0.252845157075145,0.857094032950563,0.111111111111111,0.135817709906659,3,0,0,0.000954334719381444,M121T6: C06758,C06758,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T30,137.059616088867,30.2675,153481.640625,C03765,136.0524,C8H8O2,4-Hydroxyphenylacetaldehyde,[M+H]+,0,4,Ms1,0,0,0,0.156630833071106,3,0,0,0.0024072181989907,M182T88: C00082,C00082,RC03515,C1c-C4a:C6a+N1a+*-*+*+O4a:C1b-C1b,,0
M287T31,287.2216796875,31.0962,203708.65625,C19615,286.2144,C16H30O4,Hexadecanedioate,[M+H]+,0,2,Ms1,0,0,0,0.0625,3,0,0,0.00641425219591008,M271T1000: C19614,C19614,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a,,0
M259T33,259.024688720703,32.9249,117953.125,C20668,258.0141,C6H11O9P,3-Dehydro-D-glucose 6-phosphate,[M+H]+,0,11,Ms1,0,0,0,0.0625,3,0,0,0.00374717460459495,M260T82: C12213,C12213,RC00781,C1y-C5x:N1a+*-*+O5x:C1y+C1y-C1y+C1y,,0
M195T34,195.065078735352,33.5641,2184249.5,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,1,1,0.99200954735377,28,0,0,0.000316395359531763,M195T403: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T34,195.065078735352,33.5641,2184249.5,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,0.99200954735377,28,0,0,0.000317407336725584,M195T403: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M610T34,610.181640625,33.9508,202059.875,C09755,610.1898,C28H34O15,Hesperidin,[M]+,0,13,Ms1,0,0,0,0.25,2,0,0,0.00571319176875651,M327T462: C08247,C08247,RC00714,O1a-O2a:*-C8y:C1y-C1y,,0
M279T35,279.158599853516,35.1506,1277396.625,C03343,278.1518,C16H22O4,2-Ethylhexyl phthalate,[M+H]+,0,4,Ms1,0,0,0,5.82076609134674E-11,18,0,0,0.00656741904273139,M391T844: C03690,C03690,RC00020,O6a-O7a:*-C1b:C6a-C7a,,0
M445T35,445.119232177734,35.34,1092328.75,C20656,444.1158,C15H21N6O8P,(L-Prolyl)adenylate,[M+H]+,0,10,Ms1,0,0,0,0.231647908144854,31,0,0,0.00755217394837349,M116T851: C00148,C00148,RC00043,O6a-O7a:*-P1b:C6a-C7a,,0
M102T38,102.033752441406,37.7509,698451.4375,C00232,102.0317,C4H6O3,Succinate semialdehyde,[M]+,0,20,Ms1,0,0,0,0.0009765625,6,0,0,0.00823407367523044,M118T172: C15987,C15987,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M102T38,102.033752441406,37.7509,698451.4375,C00109,102.0317,C4H6O3,2-Oxobutanoate,[M]+,0,20,Ms1,0,0,0,0.249234982434711,6,0,0,0.0152873552654995,M150T677: C00073,C00073,RC00348,C1a-C1b:*-S2a:C1b-C1b C5a-C1c:O5a+*-*+N1a:C1b+C6a-C1b+C6a,,0
M102T38,102.033752441406,37.7509,698451.4375,C00349,102.0317,C4H6O3,2-Methyl-3-oxopropanoate,[M]+,0,20,Ms1,0,0,0,0.0009765625,6,0,0,0.0187096733080931,M104T478: C01205,C01205,RC00160,C1b-C4a:N1a+*-*+O4a:C1c-C1c,,0
M102T38,102.033752441406,37.7509,698451.4375,C06002,102.0317,C4H6O3,(S)-Methylmalonate semialdehyde,[M]+,0,20,Ms1,0,0,0,0.0009765625,6,0,0,0.0187096733080931,M104T478: C03284,C03284,RC00160,C1b-C4a:N1a+*-*+O4a:C1c-C1c,,0
M121T39,121.06468963623,38.5614,551112.125,C00601,120.0575,C8H8O,Phenylacetaldehyde,[M+H]+,0,5,Ms2,0.983368250487522,0.960134909469879,0.666666666666667,0.87705200763766,4,0,0,0.000352501730157995,M121T23: C02083,C02083,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T39,121.06468963623,38.5614,551112.125,C07214,120.0575,C8H8O,2-Methylbenzaldehyde,[M+H]+,0,5,Ms1,0.383097967305833,0.284997923365396,0.111111111111111,0.0339544274766647,4,0,0,0.0014201525695976,M137T30: C07215,C07215,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T39,121.06468963623,38.5614,551112.125,C02083,120.0575,C8H8O,Styrene oxide,[M+H]+,0,5,Ms2,0.983368250487522,0.960134909469879,0.666666666666667,0.87705200763766,4,0,0,0.000352501730157995,M121T23: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T39,121.06468963623,38.5614,551112.125,C20782,120.0575,C8H8O,(S)-2-Phenyloxirane,[M+H]+,0,5,Ms2,0.983368250487522,0.960134909469879,0.666666666666667,0.87705200763766,4,0,0,0.000352501730157995,M121T23: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T39,121.06468963623,38.5614,551112.125,C06758,120.0575,C8H8O,p-Tolualdehyde,[M+H]+,0,5,Ms1,0.383097967305833,0.284997923365396,0.111111111111111,0.0339544274766647,4,0,0,0.0014201525695976,M137T30: C01454,C01454,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T39,121.06468963623,38.5614,551112.125,C07209,120.0575,C8H8O,3-Methylbenzaldehyde,[M+H]+,0,5,Ms1,0.383097967305833,0.284997923365396,0.111111111111111,0.0339544274766647,4,0,0,0.0014201525695976,M137T30: C07211,C07211,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T39,121.06468963623,38.5614,551112.125,C07113,120.0575,C8H8O,Acetophenone,[M+H]+,0,5,Ms1,0.383097967305833,0.284997923365396,0.111111111111111,0.0339544274766647,4,0,0,0.0014201525695976,M137T30: C07189,C07189,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M117T41,117.102012634277,41.1794,255694.046875,C00990,116.095,C5H12N2O,5-Aminopentanamide,[M+H]+,0,7,Ms2,0.0967679039869915,0.123864366891924,0.5,0.0296875,4,0,0,0.00282730870542647,M118T778: C00431,C00431,RC00010,C5a-C6a:N1a+*-*+O6a:C1b+O5a-C1b+O6a,,0
M132T42,132.101776123047,42.1977,267967.90625,C02486,131.0946,C6H13NO2,(3R)-beta-Leucine,[M+H]+,0,5,Ms2,1,1,1,1,20,0,0,0.000335478617560891,M132T508: C00123,C00123,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T42,132.101776123047,42.1977,267967.90625,C00123,131.0946,C6H13NO2,L-Leucine,[M+H]+,0,5,Ms2,1,1,1,1,20,0,0,0.000335478617560891,M132T508: C02486,C02486,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T42,132.101776123047,42.1977,267967.90625,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,5,Ms2,1,1,1,0.0625,20,0,0,0.000579131310602499,M132T939: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M132T42,132.101776123047,42.1977,267967.90625,C21092,131.0946,C6H13NO2,D-allo-Isoleucine,[M+H]+,0,5,Ms2,1,1,1,1,20,0,0,0.000335478617560891,M132T508: C00407,C00407,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T42,132.101776123047,42.1977,267967.90625,C00407,131.0946,C6H13NO2,L-Isoleucine,[M+H]+,0,5,Ms2,1,1,1,1,20,0,0,0.000335478617560891,M132T508: C21092,C21092,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M445T44,445.119445800781,44.431,356753.15625,C20656,444.1158,C15H21N6O8P,(L-Prolyl)adenylate,[M+H]+,0,9,Ms1,0,0,0,0.25,4,0,0,0.00662414011735502,M116T818: C00148,C00148,RC00043,O6a-O7a:*-P1b:C6a-C7a,,0
M313T46,313.234985351563,46.2328,159562.421875,C19827,294.2195,C18H30O3,Colneleate,[M+H+H2O]+,0,9,Ms2,0.997239961962189,0.992226097284757,0.5,0.00813101494528241,6,0,0,0.000584641810302156,M313T30: C14827,C14827,RC02103,C1b-C2b:*-*:C1b+C1c-C1b+C2b C1c-C2b:C2b-*:C1b+O2a-C2b+O2a C2b-C2b:C1c+*-*+O2a:C2b-C2b O2a-O2a:O1a+*-*+C2b:C1c-C2b,,0
M313T46,313.234985351563,46.2328,159562.421875,C14765,294.2195,C18H30O3,13-OxoODE,[M+H+H2O]+,0,9,Ms1,0,0,0,0.0009765625,6,0,0,0.0150838459355855,M297T1024: C14762,C14762,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a,,0
M313T46,313.234985351563,46.2328,159562.421875,C19618,312.2301,C18H32O4,"Octadec-9-ene-1,18-dioic-acid",[M+H]+,0,9,Ms1,0,0,0,0.0009765625,6,0,0,0.0152905918942776,M297T1024: C19617,C19617,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a,,0
M313T46,313.234985351563,46.2328,159562.421875,C14831,312.2301,C18H32O4,8(R)-HPODE,[M+H]+,0,9,Ms2,0.997239961962189,0.992226097284757,0.5,0.0149651147903243,6,0,0,0.000584289497804091,M313T30: C20186,C20186,RC02707,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T46,313.234985351563,46.2328,159562.421875,C20186,312.2301,C18H32O4,"5S,8R-DiHODE",[M+H]+,0,9,Ms2,0.997239961962189,0.992226097284757,0.5,0.0149651147903243,6,0,0,0.000584289497804091,M313T30: C14831,C14831,RC02707,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T46,313.234985351563,46.2328,159562.421875,C07354,312.2301,C18H32O4,"(7S,8S)-DiHODE",[M+H]+,0,9,Ms2,0.997239961962189,0.992226097284757,0.5,0.0149651147903243,6,0,0,0.000584289497804091,M313T30: C14831,C14831,RC01737,C1b-C1c:*-O1a:C1b+C1c-C1b+C1c O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T46,313.234985351563,46.2328,159562.421875,C14827,312.2301,C18H32O4,9(S)-HPODE,[M+H]+,0,9,Ms2,0.997239961962189,0.992226097284757,0.5,0.0284337181016161,6,0,0,0.000580505167523837,M313T30: C19827,C19827,RC02103,C1b-C2b:*-*:C1b+C1c-C1b+C2b C1c-C2b:C2b-*:C1b+O2a-C2b+O2a C2b-C2b:C1c+*-*+O2a:C2b-C2b O2a-O2a:O1a+*-*+C2b:C1c-C2b,,0
M137T47,137.059524536133,47.0808,163435.453125,C01454,136.0524,C8H8O2,Toluate,[M+H]+,0,5,Ms1,0.269456500634114,0.777825103476344,0.111111111111111,0.015625,4,0,0,0.00109574043983796,M121T23: C06758,C06758,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T47,137.059524536133,47.0808,163435.453125,C03765,136.0524,C8H8O2,4-Hydroxyphenylacetaldehyde,[M+H]+,0,5,Ms2,0.770400147017946,0.569364411482509,0.111111111111111,0.176987816262546,4,0,0,0.00096644469560081,M156T350: C00483,C00483,RC00062,C1b-C4a:N1a+*-*+O4a:C1b-C1b,,0
M137T47,137.059524536133,47.0808,163435.453125,C07211,136.0524,C8H8O2,m-Methylbenzoate,[M+H]+,0,5,Ms1,0.269456500634114,0.777825103476344,0.111111111111111,0.015625,4,0,0,0.00109574043983796,M121T23: C07209,C07209,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T47,137.059524536133,47.0808,163435.453125,C07189,136.0524,C8H8O2,2-Hydroxyacetophenone,[M+H]+,0,5,Ms1,0.269456500634114,0.777825103476344,0.111111111111111,0.015625,4,0,0,0.00109574043983796,M121T23: C07113,C07113,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M137T47,137.059524536133,47.0808,163435.453125,C07054,137.0589,C6H7N3O,Isoniazid,[M]+,0,5,Ms1,0.0731998649756851,0.144955354526855,0,0.015625,4,0,0,0.00224718886173414,M124T132: C07446,C07446,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M137T47,137.059524536133,47.0808,163435.453125,C07215,136.0524,C8H8O2,o-Toluate,[M+H]+,0,5,Ms1,0.269456500634114,0.777825103476344,0.111111111111111,0.015625,4,0,0,0.00109574043983796,M121T23: C07214,C07214,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T47,137.059524536133,47.0808,163435.453125,C07086,136.0524,C8H8O2,Phenylacetic acid,[M+H]+,0,5,Ms1,0.269456500634114,0.777825103476344,0.111111111111111,0.228366867767028,4,0,0,0.000956404716764503,M121T23: C00601,C00601,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a,,0
M134T47,134.080947875977,47.278,156883.34375,C20313,133.0739,C5H11NO3,N-Hydroxy-L-valine,[M+H]+,0,6,Ms1,0.40969832598915,1,0.2,0.0625,3,0,0,0.000823579420899723,M118T122: C00183,C00183,RC00365,N1a-N1b:*-O1b:C1c-C1c,,0
M195T50,195.065216064453,49.5242,1653309,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,2,Ms2,1,1,1,0.99200954735377,30,0,0,0.000280408895173334,M195T102: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T50,195.065216064453,49.5242,1653309,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,0.99200954735377,30,0,0,0.000281253130884007,M195T102: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M279T52,279.158874511719,51.7474,1479167.375,C03343,278.1518,C16H22O4,2-Ethylhexyl phthalate,[M+H]+,0,3,Ms1,0.325994127559996,0.129532473806214,0.2,2.27373675443232E-13,22,0,0,0.0027619348662431,M391T900: C03690,C03690,RC00020,O6a-O7a:*-C1b:C6a-C7a,,0
M445T52,445.119781494141,51.9382,1365700.75,C20656,444.1158,C15H21N6O8P,(L-Prolyl)adenylate,[M+H]+,0,9,Ms1,0,0,0,0.231647908144854,34,0,0,0.0074501415004149,M116T931: C00148,C00148,RC00043,O6a-O7a:*-P1b:C6a-C7a,,0
M102T54,102.033813476563,54.354,650379.0625,C06002,102.0317,C4H6O3,(S)-Methylmalonate semialdehyde,[M]+,0,21,Ms1,0,0,0,6.103515625E-05,8,0,0,0.0322863234559401,M104T667: C03284,C03284,RC00160,C1b-C4a:N1a+*-*+O4a:C1c-C1c,,0
M102T54,102.033813476563,54.354,650379.0625,C00232,102.0317,C4H6O3,Succinate semialdehyde,[M]+,0,21,Ms1,0,0,0,6.103515625E-05,8,0,0,0.00871158584639642,M118T75: C15987,C15987,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M102T54,102.033813476563,54.354,650379.0625,C00109,102.0317,C4H6O3,2-Oxobutanoate,[M]+,0,21,Ms1,0,0,0,0.247134465801633,8,0,0,0.0197373678476169,M150T771: C00073,C00073,RC00348,C1a-C1b:*-S2a:C1b-C1b C5a-C1c:O5a+*-*+N1a:C1b+C6a-C1b+C6a,,0
M102T54,102.033813476563,54.354,650379.0625,C00349,102.0317,C4H6O3,2-Methyl-3-oxopropanoate,[M]+,0,21,Ms1,0,0,0,6.103515625E-05,8,0,0,0.0322863234559401,M104T667: C01205,C01205,RC00160,C1b-C4a:N1a+*-*+O4a:C1c-C1c,,0
M121T55,121.064727783203,54.5514,488853.03125,C00601,120.0575,C8H8O,Phenylacetaldehyde,[M+H]+,0,5,Ms2,0.961286275154031,0.986131910409554,0.666666666666667,0.843098057538371,5,0,0,0.000354399561735663,M121T39: C02083,C02083,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T55,121.064727783203,54.5514,488853.03125,C07214,120.0575,C8H8O,2-Methylbenzaldehyde,[M+H]+,0,5,Ms1,0.88255648385526,0.269456500634114,0.111111111111111,0.00390625,5,0,0,0.0010254559859455,M137T47: C07215,C07215,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T55,121.064727783203,54.5514,488853.03125,C07209,120.0575,C8H8O,3-Methylbenzaldehyde,[M+H]+,0,5,Ms1,0.88255648385526,0.269456500634114,0.111111111111111,0.00390625,5,0,0,0.0010254559859455,M137T47: C07211,C07211,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T55,121.064727783203,54.5514,488853.03125,C06758,120.0575,C8H8O,p-Tolualdehyde,[M+H]+,0,5,Ms1,0.88255648385526,0.269456500634114,0.111111111111111,0.00390625,5,0,0,0.0010254559859455,M137T47: C01454,C01454,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T55,121.064727783203,54.5514,488853.03125,C07113,120.0575,C8H8O,Acetophenone,[M+H]+,0,5,Ms1,0.88255648385526,0.269456500634114,0.111111111111111,0.00390625,5,0,0,0.0010254559859455,M137T47: C07189,C07189,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M121T55,121.064727783203,54.5514,488853.03125,C02083,120.0575,C8H8O,Styrene oxide,[M+H]+,0,5,Ms2,0.961286275154031,0.986131910409554,0.666666666666667,0.843098057538371,5,0,0,0.000354399561735663,M121T39: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T55,121.064727783203,54.5514,488853.03125,C20782,120.0575,C8H8O,(S)-2-Phenyloxirane,[M+H]+,0,5,Ms2,0.961286275154031,0.986131910409554,0.666666666666667,0.843098057538371,5,0,0,0.000354399561735663,M121T39: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M161T57,161.029312133789,56.5652,1738309.5,C01044,161.0324,C5H7NO5,N-Formyl-L-aspartate,[M]+,0,19,Ms1,0,0,0,0.25,2,0,0,0.00512701636824642,M152T125: C00049,C00049,RC00165,N1a-N1b:*-C4a:C1c-C1c,,0
M253T57,253.076477050781,56.9578,485175.71875,C05926,253.0811,C9H11N5O4,Neopterin,[M]+,0,18,Ms1,0,0,0,0.0625,3,0,0,0.00634775864108983,M255T83: C04874,C04874,RC00158,C1x-C8x:*-*:C2y+N1x-C8y+N5x N1x-N5x:*-*:C1x+C8y-C8x+C8y,,0
M161T60,161.029205322266,60.1555,1586739.625,C01044,161.0324,C5H7NO5,N-Formyl-L-aspartate,[M]+,0,20,Ms2,0.963759045319979,0.924100090145056,0.111111111111111,0.876636255398049,3,0,0,0.000629545724122993,M152T125: C00049,C00049,RC00165,N1a-N1b:*-C4a:C1c-C1c,,0
M359T60,359.227294921875,60.3424,1135398.125,C10784,358.2144,C22H30O4,Cannabidiolic acid,[M+H]+,0,14,Ms1,0.192983408167144,0.0602388587582966,0,0.25,2,0,0,0.00521494157341573,M333T669: C07578,C07578,RC00569,C8x-C8y:*-C6a:C8y+C8y-C8y+C8y,,0
M359T60,359.227294921875,60.3424,1135398.125,C21903,358.2144,C22H30O4,Delta9-Tetrahydrocannabinolate,[M+H]+,0,14,Ms1,0.192983408167144,0.0602388587582966,0,0.25,2,0,0,0.00521494157341573,M333T669: C06972,C06972,RC00569,C8x-C8y:*-C6a:C8y+C8y-C8y+C8y,,0
M242T61,241.999313354492,60.734,904470.75,C15650,242.0014,C6H11O6PS,"2,3-Diketo-5-methylthiopentyl-1-phosphate",[M]+,0,9,Ms1,0,0,0,0.0625,3,0,0,0.00331934067577233,M242T63: C15651,C15651,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a,,0
M242T61,241.999313354492,60.734,904470.75,C15651,242.0014,C6H11O6PS,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,[M]+,0,9,Ms1,0,0,0,0.0625,3,0,0,0.00331934067577233,M242T63: C15650,C15650,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a,,0
M197T62,197.040557861328,61.946,910003.3125,C16395,197.0437,C7H7N3O4,"2-Amino-4,6-dinitrotoluene",[M]+,0,16,Ms1,0.234036669904589,0.0859967698827546,0,0.25,2,0,0,0.00407584732086019,M214T428: C16393,C16393,RC01760,N1a-N1b:*-O1b:C8y-C8y,,0
M197T62,197.040557861328,61.946,910003.3125,C16394,197.0437,C7H7N3O4,"4-Amino-2,6-dinitrotoluene",[M]+,0,16,Ms1,0.234036669904589,0.0859967698827546,0,0.25,2,0,0,0.00407584732086019,M214T428: C16392,C16392,RC01760,N1a-N1b:*-O1b:C8y-C8y,,0
M287T63,287.170104980469,62.9582,575664.9375,C05298,286.1569,C18H22O3,2-Hydroxyestrone,[M+H]+,0,19,Ms1,0.0783194612200502,0.0982495528769815,0,0.25,2,0,0,0.00393298432208766,M271T69: C00468,C00468,RC00046,C8x-C8y:*-O1a:C8x+C8y-C8x+C8y,,0
M287T63,287.170104980469,62.9582,575664.9375,C05300,286.1569,C18H22O3,16alpha-Hydroxyestrone,[M+H]+,0,19,Ms1,0.0783194612200502,0.0982495528769815,0,0.25,2,0,0,0.00393298432208766,M271T69: C00468,C00468,RC00704,C1x-C1y:*-O1a:C1x+C5x-C1x+C5x,,0
M242T63,241.999130249023,63.1543,569625.125,C15651,242.0014,C6H11O6PS,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,[M]+,0,9,Ms1,0,0,0,0.25,2,0,0,0.00281427732603201,M242T61: C15650,C15650,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a,,0
M242T63,241.999130249023,63.1543,569625.125,C15650,242.0014,C6H11O6PS,"2,3-Diketo-5-methylthiopentyl-1-phosphate",[M]+,0,9,Ms1,0,0,0,0.25,2,0,0,0.00281427732603201,M242T61: C15651,C15651,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a,,0
M147T65,147.112411499023,64.9811,8069582.5,C01186,146.1055,C6H14N2O2,"(3S,5S)-3,5-Diaminohexanoate",[M+H]+,0,6,Ms1,0,0,0,0.25,2,0,0,0.00239541195612891,M146T258: C03656,C03656,RC00888,C1c-C5a:N1a+*-*+O5a:C1b+C1b-C1b+C1b,,0
M147T65,147.112411499023,64.9811,8069582.5,C05161,146.1055,C6H14N2O2,"(2R,5S)-2,5-Diaminohexanoate",[M+H]+,0,6,Ms1,0,0,0,0.25,2,0,0,0.00239541195612891,M146T258: C05825,C05825,RC00249,C1c-C5a:N1a+*-*+O5a:C1a+C1b-C1a+C1b,,0
M147T65,147.112411499023,64.9811,8069582.5,C00739,146.1055,C6H14N2O2,D-Lysine,[M+H]+,0,6,Ms1,0,0,0,0.25,2,0,0,0.00239541195612891,M146T258: C03239,C03239,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a,,0
M147T65,147.112411499023,64.9811,8069582.5,C19809,128.095,C6H12N2O,(S)-Piperidine-2-carboxamide,[M+H+H2O]+,0,7,Ms1,0.991040117941228,0.115869944527526,0.333333333333333,0.25,2,0,0,0.000835386355296341,M148T156: C00408,C00408,RC02596,C5a-C6a:N1a+*-*+O6a:C1y+O5a-C1y+O6a,,0
M147T65,147.112411499023,64.9811,8069582.5,C01142,146.1055,C6H14N2O2,"(3S)-3,6-Diaminohexanoate",[M+H]+,0,6,Ms1,0.991040117941228,0.095010486336539,0.166666666666667,0.25,2,0,0,0.000921332705813294,M188T218: C21604,C21604,RC00096,N1a-N1b:*-C5a:C1b-C1b,,0
