id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,mzCalc,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction,fileName,scanId
M114T127,114.091247558594,127.163,581002.125,C06593,113.0841,C6H11NO,epsilon-Caprolactam,[M+H]+,0,6,Ms1,0.0805456564611987,1,0,0.015625,18,0,0,0.00163759858513313,M132T634: C02378,C02378,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M132T128,132.101715087891,127.981,398025.125,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,5,Ms1,0.27844403462618,0.774392319590049,0.142857142857143,1.52587890625E-05,23,0,0,0.00108958751683419,M114T291: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M132T128,132.101715087891,127.981,398025.125,C00123,131.0946,C6H13NO2,L-Leucine,[M+H]+,0,5,Ms2,0.966553055335057,0.981006823762325,0.666666666666667,0.907065250633232,23,0,0,0.000348854470766158,M132T112: C02486,C02486,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T128,132.101715087891,127.981,398025.125,C00407,131.0946,C6H13NO2,L-Isoleucine,[M+H]+,0,5,Ms2,0.966553055335057,0.981006823762325,0.666666666666667,0.907065250633232,23,0,0,0.000348854470766158,M132T112: C21092,C21092,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T128,132.101715087891,127.981,398025.125,C02486,131.0946,C6H13NO2,(3R)-beta-Leucine,[M+H]+,0,5,Ms2,0.966553055335057,0.981006823762325,0.666666666666667,0.907065250633232,23,0,0,0.000348854470766158,M132T112: C00123,C00123,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T128,132.101715087891,127.981,398025.125,C21092,131.0946,C6H13NO2,D-allo-Isoleucine,[M+H]+,0,5,Ms2,0.966553055335057,0.981006823762325,0.666666666666667,0.907065250633232,23,0,0,0.000348854470766158,M132T112: C00407,C00407,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M445T131,445.119506835938,130.8,283606.40625,C20656,444.1158,C15H21N6O8P,(L-Prolyl)adenylate,[M+H]+,0,9,Ms1,0,0,0,0.25,5,0,0,0.00636741822043407,M116T883: C00148,C00148,RC00043,O6a-O7a:*-P1b:C6a-C7a,,0
M124T132,124.0390625,131.646,4931614,C07446,123.032,C6H5NO2,Isonicotinic acid,[M+H]+,0,6,Ms1,0,0,0,0.0625,3,0,0,0.00289307769667935,M137T13: C07054,C07054,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M124T132,124.0390625,131.646,4931614,C00253,123.032,C6H5NO2,Nicotinate,[M+H]+,0,6,Ms1,0,0,0,0.0625,3,0,0,0.00289307769667935,M141T82: C00153,C00153,RC00100,C5a-C6a:N1a+*-*+O6a:C8y+O5a-C8y+O6a,,0
M155T132,155.081314086914,132.255,250354.828125,C06557,155.0807,C5H9N5O,Deisopropylhydroxyatrazine,[M]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00275364692322433,M192T426: C06556,C06556,RC01420,C8y-C8y:O1a+*-*+X:N5x+N5x-N5x+N5x,,0
M168T133,168.065505981445,133.477,153675.6875,C06051,167.0582,C8H9NO3,Isopyridoxal,[M+H]+,0,3,Ms1,0,0,0,0.25,2,0,0,0.00206799055635365,M166T75: C06052,C06052,RC00585,C4a-C7x:*-O7x:C8y+O4a-C8y+O6a O1a-O7x:*-C7x:C1b-C1x,,0
M168T133,168.065505981445,133.477,153675.6875,C05831,167.0582,C8H9NO3,3-Methoxyanthranilate,[M+H]+,0,3,Ms1,0.0568474773352616,0.129496108981626,0,0.25,2,0,0,0.00175790018905264,M153T172: C00632,C00632,RC00392,O1a-O2a:*-C1a:C8y-C8y,,0
M168T133,168.065505981445,133.477,153675.6875,C03986,167.0582,C8H9NO3,3-Hydroxy-4-methylanthranilate,[M+H]+,0,3,Ms1,0.0568474773352616,0.129496108981626,0,0.25,2,0,0,0.00175790018905264,M153T172: C00632,C00632,RC00332,C8x-C8y:*-C1a:C8x+C8y-C8x+C8y,,0
M168T133,168.065505981445,133.477,153675.6875,C00250,167.0582,C8H9NO3,Pyridoxal,[M+H]+,0,3,Ms1,0,0,0,0.25,2,0,0,0.00206799055635365,M169T73: C00534,C00534,RC00048,C1b-C4a:N1a+*-*+O4a:C8y-C8y,,0
M195T134,195.065139770508,134.098,1512217.625,C17216,176.0507,C7H12O3S,2-Oxo-6-methylthiohexanoic acid,[M+H+H2O]+,0,20,Ms1,1,0.168954820716517,0,0.25,2,0,0,0.00158803115436079,M196T351: C17217,C17217,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a,,0
M195T134,195.065139770508,134.098,1512217.625,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,1,2,0,0,0.00028234713189268,M195T1: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T134,195.065139770508,134.098,1512217.625,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,1,1,1,2,0,0,0.000281497969690125,M195T1: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M228T135,228.097442626953,134.674,221820.171875,C00881,227.0906,C9H13N3O4,Deoxycytidine,[M+H]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00218733900091994,M229T228: C00526,C00526,RC00074,C8y-C8y:N1a+*-*+O5x:C8x+N5x-C8x+N4x N5x-N4x:*-*:C8y+C8y-C8y+C8y,,0
M139T135,139.049911499023,135.304,3353726.5,C00785,138.0429,C6H6N2O2,Urocanate,[M+H]+,0,6,Ms1,0.120878641384738,0.777076919879433,0.166666666666667,0.25,2,0,0,0.0010243265066836,M141T82: C20522,C20522,RC00669,C1b-C2b:*-*:C1b+C6a-C2b+C6a C1b-C2b:*-*:C1b+C8y-C2b+C8y,,0
M139T135,139.049911499023,135.304,3353726.5,C02126,138.0429,C6H6N2O2,4-Nitroaniline,[M+H]+,0,6,Ms1,0,0,0,0.25,2,0,0,0.00354718037780355,M315T585: C03995,C03995,RC00440,N1a-N1b:*-C1y:C8y-C8y,,0
M121T137,121.064590454102,136.529,470223.875,C00601,120.0575,C8H8O,Phenylacetaldehyde,[M+H]+,0,6,Ms2,0.953047407512727,0.973590559973953,0.666666666666667,0.36918541897128,9,0,0,0.000441223939675162,M121T121: C02083,C02083,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T137,121.064590454102,136.529,470223.875,C20782,120.0575,C8H8O,(S)-2-Phenyloxirane,[M+H]+,0,6,Ms2,0.953047407512727,0.973590559973953,0.666666666666667,0.36918541897128,9,0,0,0.000441223939675162,M121T121: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T137,121.064590454102,136.529,470223.875,C07214,120.0575,C8H8O,2-Methylbenzaldehyde,[M+H]+,0,6,Ms1,0.514087723620979,0.443020474656692,0.111111111111111,1.52587890625E-05,9,0,0,0.00121618263409662,M137T197: C07215,C07215,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T137,121.064590454102,136.529,470223.875,C06758,120.0575,C8H8O,p-Tolualdehyde,[M+H]+,0,6,Ms1,0.514087723620979,0.443020474656692,0.111111111111111,1.52587890625E-05,9,0,0,0.00121618263409662,M137T197: C01454,C01454,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T137,121.064590454102,136.529,470223.875,C02083,120.0575,C8H8O,Styrene oxide,[M+H]+,0,6,Ms2,0.953047407512727,0.973590559973953,0.666666666666667,0.36918541897128,9,0,0,0.000441223939675162,M121T121: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T137,121.064590454102,136.529,470223.875,C07209,120.0575,C8H8O,3-Methylbenzaldehyde,[M+H]+,0,6,Ms1,0.514087723620979,0.443020474656692,0.111111111111111,1.52587890625E-05,9,0,0,0.00121618263409662,M137T197: C07211,C07211,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T137,121.064590454102,136.529,470223.875,C07113,120.0575,C8H8O,Acetophenone,[M+H]+,0,6,Ms1,0.514087723620979,0.443020474656692,0.111111111111111,1.52587890625E-05,9,0,0,0.00121618263409662,M137T197: C07189,C07189,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M137T138,137.045486450195,137.749,1371400.875,C00262,136.0385,C5H4N4O,Hypoxanthine,[M+H]+,0,6,Ms1,0.165109443743194,1,0.2,0.25,2,0,0,0.000859295191030673,M154T155: C00147,C00147,RC00477,C8y-C8y:N1a+*-*+O5x:C8y+N5x-C8y+N4x N5x-N4x:*-*:C8x+C8y-C8x+C8y,,0
M137T138,137.045486450195,137.749,1371400.875,C01620,136.0372,C4H8O5,Threonate,[M+H]+,0,3,Ms1,0.558066470402514,0.192479151653195,0.111111111111111,0.25,2,0,0,0.00107797266119913,M153T172: C03064,C03064,RC00089,C1c-C5a:*-*:C1b+C1c+O1a-C1b+C1c+O5a,,0
M137T138,137.045486450195,137.749,1371400.875,C21761,118.0266,C4H6O4,(3R)-3-Hydroxy-4-oxobutanoate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00211908905827185,M161T362: C00318,C00318,RC03505,C1b-C4a:N1d+*-*+O4a:C1c-C1c,,0
M137T138,137.045486450195,137.749,1371400.875,C00108,137.0477,C7H7NO2,Anthranilate,[M]+,0,16,Ms1,0.558066470402514,0.192479151653195,0.111111111111111,0.25,2,0,0,0.00172577442437083,M153T172: C00632,C00632,RC00046,C8x-C8y:*-O1a:C8x+C8y-C8x+C8y,,0
M137T138,137.045486450195,137.749,1371400.875,C00568,137.0477,C7H7NO2,4-Aminobenzoate,[M]+,0,16,Ms1,0,0,0,0.25,2,0,0,0.00417711414574784,M244T83: C11355,C11355,RC01843,C1y-C8x:O2a-*:C1y+C2x-C8y+C8x C1y-C8y:*-*:C1y+C2x+N1a-C8x+C8x+N1a,,0
M137T138,137.045486450195,137.749,1371400.875,C00042,118.0266,C4H6O4,Succinate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00211908905827185,M102T5: C00232,C00232,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a,,0
M137T138,137.045486450195,137.749,1371400.875,C02170,118.0266,C4H6O4,Methylmalonate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00211908905827185,M102T5: C06002,C06002,RC00242,C4a-C6a:*-O6a:C1c+O4a-C1c+O6a,,0
M137T138,137.045486450195,137.749,1371400.875,C01004,137.0477,C7H7NO2,N-Methylnicotinate,[M]+,0,16,Ms1,0.385906323673128,0.0918679753278935,0.111111111111111,0.25,2,0,0,0.00219424037347737,M124T242: C00253,C00253,RC00484,N5x-N5y:*-C1a:C8x+C8x-C8x+C8x,,0
M150T138,150.058029174805,137.943,615005.1875,C00073,149.051,C5H11NO2S,L-Methionine,[M+H]+,0,5,Ms2,0.999579550769096,0.999579550769096,1,0.999159278315747,3,0,0,0.000293766938119333,M150T122: C00855,C00855,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M150T138,150.058029174805,137.943,615005.1875,C11130,149.0477,C8H7NO2,3-Hydroxyindolin-2-one,[M+H]+,0,17,Ms1,0,0,0,0.0625,3,0,0,0.0056216731802845,M166T75: C15769,C15769,RC02044,C1y-C1y:C8y+*-*+O2x:C5x+O1a-C5x+O1a C8y-C8y:C1y+*-*+O2x:C8x+C8y-C8x+C8y,,0
M150T138,150.058029174805,137.943,615005.1875,C05578,149.0477,C8H7NO2,"5,6-Dihydroxyindole",[M+H]+,0,17,Ms1,0,0,0,0.0625,3,0,0,0.0056216731802845,M166T75: C05579,C05579,RC00180,C5x-C8y:*-*:C2x+C5x+O5x-C8x+C8y+O1a C5x-C8y:*-*:C2x+C5x+O5x-C8x+C8y+O1a,,0
M150T138,150.058029174805,137.943,615005.1875,C00855,149.051,C5H11NO2S,D-Methionine,[M+H]+,0,5,Ms2,0.997094503899766,0.997094503899766,1,0.995981716953353,3,0,0,0.000294588956342157,M150T105: C00073,C00073,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a,,0
M150T138,150.058029174805,137.943,615005.1875,C03742,149.0477,C8H7NO2,(S)-4-Hydroxymandelonitrile,[M+H]+,0,17,Ms1,0,0,0,0.0625,3,0,0,0.00902837325641692,M134T470: C03766,C03766,RC02540,C1b-C1c:*-O1a:C3b+C8y-C3b+C8y,,0
M150T138,150.058029174805,137.943,615005.1875,C02775,149.0477,C8H7NO2,"2,3-Dihydroxyindole",[M+H]+,0,17,Ms1,0,0,0,0.0625,3,0,0,0.0056216731802845,M137T138: C00108,C00108,RC00413,C6a-C8y:O6a+*-*+C8y:C8y+O6a-C8y+O1a N1a-N4x:*-C8y:C8y-C8y,,0
M118T138,118.086006164551,138.144,525559.3125,C00431,117.079,C5H11NO2,5-Aminopentanoate,[M+H]+,0,7,Ms1,0.275708591351309,0.212572516167173,0.4,0.014675522215192,14,0,0,0.00141430016497335,M117T353: C00990,C00990,RC00010,C5a-C6a:N1a+*-*+O6a:C1b+O5a-C1b+O6a,,0
M118T138,118.086006164551,138.144,525559.3125,C15987,117.079,C5H11NO2,4-Methylaminobutyrate,[M+H]+,0,7,Ms1,0,0,0,1.49011611938477E-08,14,0,0,0.00323728039120819,M102T179: C00232,C00232,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M445T141,445.11962890625,141.412,1159623.875,C20656,444.1158,C15H21N6O8P,(L-Prolyl)adenylate,[M+H]+,0,9,Ms1,0,0,0,0.25,7,0,0,0.00275538599563552,M116T82: C00148,C00148,RC00043,O6a-O7a:*-P1b:C6a-C7a,,0
M146T142,146.117172241211,141.62,181201.515625,C01181,146.1181,C7H16NO2,4-Trimethylammoniobutanoate,[M]+,0,6,Ms1,0,0,0,0.145618063471567,3,0,0,0.00267899356574475,M162T76: C00487,C00487,RC00709,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b,,0
M146T142,146.117172241211,141.62,181201.515625,C01996,146.1181,C7H16NO2,Acetylcholine,[M]+,0,6,Ms1,0,0,0,0.185292337139316,3,0,0,0.00257246964832492,M104T72: C00114,C00114,RC00041,O1a-O7a:*-C7a:C1b-C1b,,0
M134T142,134.080963134766,141.819,142749.53125,C20313,133.0739,C5H11NO3,N-Hydroxy-L-valine,[M+H]+,0,6,Ms1,0.0826017385779026,0.978581465466778,0,0.0009765625,6,0,0,0.00120508235062289,M118T172: C00183,C00183,RC00365,N1a-N1b:*-O1b:C1c-C1c,,0
M132T144,132.101608276367,144.452,250023.171875,C00123,131.0946,C6H13NO2,L-Leucine,[M+H]+,0,6,Ms2,0.989830955563268,0.979032093928358,0.4,0.888045991657104,24,0,0,0.000392232202723886,M132T128: C02486,C02486,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T144,132.101608276367,144.452,250023.171875,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,6,Ms1,0.172412466033292,0.793445655762725,0.125,0.00388998029403458,24,0,0,0.00119878120311556,M114T309: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M132T144,132.101608276367,144.452,250023.171875,C21092,131.0946,C6H13NO2,D-allo-Isoleucine,[M+H]+,0,6,Ms2,0.989830955563268,0.979032093928358,0.4,0.888045991657104,24,0,0,0.000392232202723886,M132T128: C00407,C00407,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T144,132.101608276367,144.452,250023.171875,C02486,131.0946,C6H13NO2,(3R)-beta-Leucine,[M+H]+,0,6,Ms2,0.989830955563268,0.979032093928358,0.4,0.888045991657104,24,0,0,0.000392232202723886,M132T128: C00123,C00123,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T144,132.101608276367,144.452,250023.171875,C00407,131.0946,C6H13NO2,L-Isoleucine,[M+H]+,0,6,Ms2,0.989830955563268,0.979032093928358,0.4,0.888045991657104,24,0,0,0.000392232202723886,M132T128: C21092,C21092,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M110T145,110.081077575684,145.475,219480.53125,C06057,91.0633,C3H9NO2,"3-Aminopropane-1,2-diol",[M+H+H2O]+,0,6,Ms1,0,0,0,0.0625,3,0,0,0.00280450328141746,M154T155: C06056,C06056,RC00517,C1b-C1c:*-C6a:C1c+N1a-C1c+N1a,,0
M217T146_1,217.179718017578,146.302,3781490.75,C21080,216.1725,C12H24O3,7-Hydroxydodecanoate,[M+H]+,0,3,Ms1,0.124257666198386,0.054961139113317,0,0.0122185006103842,5,0,0,0.00215295105033442,M219T340: C02679,C02679,RC00709,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b,,0
M124T148,124.039070129395,147.724,747497,C07446,123.032,C6H5NO2,Isonicotinic acid,[M+H]+,0,6,Ms1,0,0,0,0.015625,4,0,0,0.00303403932583257,M137T30: C07054,C07054,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M124T148,124.039070129395,147.724,747497,C00253,123.032,C6H5NO2,Nicotinate,[M+H]+,0,6,Ms1,0,0,0,0.015625,4,0,0,0.00303403932583257,M137T154: C01004,C01004,RC00484,N5x-N5y:*-C1a:C8x+C8x-C8x+C8x,,0
M195T150,195.065139770508,149.949,1733088,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,1,1,1,3,0,0,0.000281497969690125,M195T134: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T150,195.065139770508,149.949,1733088,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,1,3,0,0,0.00028234713189268,M195T134: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T150,195.065139770508,149.949,1733088,C17216,176.0507,C7H12O3S,2-Oxo-6-methylthiohexanoic acid,[M+H+H2O]+,0,20,Ms1,0,0,0,0.0625,3,0,0,0.00747726909326807,M223T123: C17215,C17215,RC00114,C1b-C1c:*-C6a:C1b+C5a-C1b+C1c C5a-C1c:*-*:C1b+C6a+O5a-C1c+C6a+O1a,,0
M159T152,159.027542114258,152.374,1764136.25,C03453,158.0215,C6H6O5,gamma-Oxalocrotonate,[M+H]+,0,11,Ms1,0,0,0,0.25,2,0,0,0.00310839722537049,M115T258: C00596,C00596,RC00751,C1b-C2b:*-*:C2b+C5a-C2b+C2c C2b-C2a:C6a-*:C2b-C2b C5a-C2c:*-*:C1b+C6a+O5a-C2b+C6a+O1a,,0
M121T153,121.064567565918,152.971,452432.28125,C02083,120.0575,C8H8O,Styrene oxide,[M+H]+,0,6,Ms2,0.936226271187503,0.96116731223081,0.666666666666667,0.345641088180278,10,0,0,0.000452987363827928,M121T137: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T153,121.064567565918,152.971,452432.28125,C20782,120.0575,C8H8O,(S)-2-Phenyloxirane,[M+H]+,0,6,Ms2,0.936226271187503,0.96116731223081,0.666666666666667,0.345641088180278,10,0,0,0.000452987363827928,M121T137: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T153,121.064567565918,152.971,452432.28125,C07214,120.0575,C8H8O,2-Methylbenzaldehyde,[M+H]+,0,6,Ms1,0.323724532435227,0.268710352617419,0.111111111111111,1.80141116448138E-05,10,0,0,0.00218465642192456,M137T570: C07215,C07215,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T153,121.064567565918,152.971,452432.28125,C07209,120.0575,C8H8O,3-Methylbenzaldehyde,[M+H]+,0,6,Ms1,0.323724532435227,0.268710352617419,0.111111111111111,1.80141116448138E-05,10,0,0,0.00218465642192456,M137T570: C07211,C07211,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T153,121.064567565918,152.971,452432.28125,C07113,120.0575,C8H8O,Acetophenone,[M+H]+,0,6,Ms1,0.323724532435227,0.268710352617419,0.111111111111111,1.80141116448138E-05,10,0,0,0.00218465642192456,M137T570: C07189,C07189,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M121T153,121.064567565918,152.971,452432.28125,C00601,120.0575,C8H8O,Phenylacetaldehyde,[M+H]+,0,6,Ms2,0.936226271187503,0.96116731223081,0.666666666666667,0.345641088180278,10,0,0,0.000452987363827928,M121T137: C20782,C20782,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T153,121.064567565918,152.971,452432.28125,C06758,120.0575,C8H8O,p-Tolualdehyde,[M+H]+,0,6,Ms1,0.323724532435227,0.268710352617419,0.111111111111111,1.80141116448138E-05,10,0,0,0.00218465642192456,M137T570: C01454,C01454,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T154,137.045547485352,153.6,10828399,C00568,137.0477,C7H7NO2,4-Aminobenzoate,[M]+,0,16,Ms1,0,0,0,0.0625,3,0,0,0.00523124983445777,M244T83: C11355,C11355,RC01843,C1y-C8x:O2a-*:C1y+C2x-C8y+C8x C1y-C8y:*-*:C1y+C2x+N1a-C8x+C8x+N1a,,0
M137T154,137.045547485352,153.6,10828399,C21761,118.0266,C4H6O4,(3R)-3-Hydroxy-4-oxobutanoate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.0625,3,0,0,0.00259532021152031,M161T362: C00318,C00318,RC03505,C1b-C4a:N1d+*-*+O4a:C1c-C1c,,0
M137T154,137.045547485352,153.6,10828399,C02170,118.0266,C4H6O4,Methylmalonate,[M+H+H2O]+,0,4,Ms1,0.260226065124682,0.0975622516442477,0,0.0625,3,0,0,0.00298733700443443,M102T731: C06002,C06002,RC00242,C4a-C6a:*-O6a:C1c+O4a-C1c+O6a,,0
M137T154,137.045547485352,153.6,10828399,C00042,118.0266,C4H6O4,Succinate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.0625,3,0,0,0.00259532021152031,M206T299: C04593,C04593,RC00287,C1b-C1c:*-C1d:C1b+C6a-C1b+C6a,,0
M137T154,137.045547485352,153.6,10828399,C01004,137.0477,C7H7NO2,N-Methylnicotinate,[M]+,0,16,Ms1,0,0,0,0.0625,3,0,0,0.00523124983445777,M124T115: C00253,C00253,RC00484,N5x-N5y:*-C1a:C8x+C8x-C8x+C8x,,0
M137T154,137.045547485352,153.6,10828399,C00262,136.0385,C5H4N4O,Hypoxanthine,[M+H]+,0,6,Ms2,0.691849091114799,1,0.2,0.478655164876373,3,0,0,0.000569976651310089,M154T155: C00147,C00147,RC00477,C8y-C8y:N1a+*-*+O5x:C8y+N5x-C8y+N4x N5x-N4x:*-*:C8x+C8y-C8x+C8y,,0
M137T154,137.045547485352,153.6,10828399,C01620,136.0372,C4H8O5,Threonate,[M+H]+,0,4,Ms1,0.0693492389343013,0.279116084533523,0,0.218047924396469,3,0,0,0.00162733400760851,M153T189: C03064,C03064,RC00089,C1c-C5a:*-*:C1b+C1c+O1a-C1b+C1c+O5a,,0
M137T154,137.045547485352,153.6,10828399,C00108,137.0477,C7H7NO2,Anthranilate,[M]+,0,16,Ms1,0.160634076740777,0.229610156881834,0.111111111111111,0.218047924396469,3,0,0,0.00240821371538069,M153T172: C16235,C16235,RC01760,N1a-N1b:*-O1b:C8y-C8y,,0
M140T154,140.034057617188,153.98,230677.703125,C01020,139.0269,C6H5NO3,6-Hydroxynicotinate,[M+H]+,0,5,Ms1,0,0,0,0.25,2,0,0,0.00223498612262363,M124T115: C00253,C00253,RC00589,C8x-C8y:*-O1a:C8x+N5x-C8x+N5x,,0
M140T154,140.034057617188,153.98,230677.703125,C14418,139.0269,C6H5NO3,3-Nitrophenol,[M+H]+,0,5,Ms1,0,0,0,0.25,2,0,0,0.00223498612262363,M144T211: C14602,C14602,RC00250,N1b-N2b:*-O3a:C8y+O1b-C8y+O3a,,0
M118T155,118.085975646973,155.198,308328.53125,C00431,117.079,C5H11NO2,5-Aminopentanoate,[M+H]+,0,7,Ms1,0,0,0,0.23325632169403,15,0,0,0.0041684501945134,M116T660: C00763,C00763,RC00790,C1b-C1y:*-N1x:C1b+C6a-C1x+C6a N1a-N1x:*-C1y:C1b-C1x,,0
M118T155,118.085975646973,155.198,308328.53125,C15987,117.079,C5H11NO2,4-Methylaminobutyrate,[M+H]+,0,7,Ms1,0,0,0,3.72529029846191E-09,15,0,0,0.00328529361219854,M102T195: C00232,C00232,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M154T155,154.071807861328,155.391,288492,C06056,135.0532,C4H9NO4,4-Hydroxy-L-threonine,[M+H+H2O]+,0,1,Ms1,0,0,0,0.25,2,0,0,0.00191931282663194,M110T11: C06057,C06057,RC00517,C1b-C1c:*-C6a:C1c+N1a-C1c+N1a,,0
M154T155,154.071807861328,155.391,288492,C00147,135.0545,C5H5N5,Adenine,[M+H+H2O]+,0,7,Ms2,1,0.691849091114799,0.2,0.691849091114799,2,0,0,0.000532319436945095,M137T154: C00262,C00262,RC00477,C8y-C8y:N1a+*-*+O5x:C8y+N5x-C8y+N4x N5x-N4x:*-*:C8x+C8y-C8x+C8y,,0
