xcms_id,mz,rt,rtmin,rtmax,maxInto,nticks,baseline,noise,area,integration,snRatio
M217T258_1,217.1543,257.75,257.75,265,7720000,7,121000,848000,12558126.9960938,22.69,-10.5283
M217T393,217.1543,393.32,384.87,395.74,1100000,8,121000,969000,2567206.390625,8.76,-11.614
M217T393_1,217.1543,393.32,384.87,396.95,1100000,9,121000,1090000,2677643.2890625,8.76,-11.7318
M217T33,217.1789,33.11,25.77,40.34,4550000,13,1960000,25500000,52575110.25,17.75,-14.1763
M217T870,217.1789,870.41,865.59,880.13,9790000,13,1960000,25500000,52046222.375,5.17,-15.4088
M217T903,217.1789,903.27,896,910.53,30300000,13,1960000,25500000,120722276,38.57,-13.3999
M218T1048,218.0342,1048.38,1041.08,1048.38,276000,6,72700,436000,976675.4296875,12.41,-10.467
M218T691,218.0501,690.55,688.14,695.36,164000,6,46100,277000,614571.8359375,96.09,-7.9661
M218T75,218.1133,75.28,72.94,86.07,779000,12,116000,1390000,2808506.5078125,100,-9.5418
M218T75_1,218.1133,75.28,72.94,86.07,779000,12,116000,1390000,2808506.5078125,100,-9.5418
M218T33,218.1825,33.11,25.77,40.34,494000,13,179000,2330000,4980176.21875,16.67,-11.8466
M218T184,218.1825,183.7,176.38,191,481000,13,179000,2330000,4650930.625,16.17,-11.8771
M218T869,218.1825,869.19,865.59,878.93,787000,12,179000,2150000,4403155.4296875,4.46,-13.0855
M218T903,218.1825,903.27,896,910.53,3930000,13,179000,2330000,13685809.8125,45.62,-10.8399
M419T314,419.2388,313.52,311.07,318.35,179000,7,47200,331000,881229.84765625,86.16,-8.2528
M419T388,419.2492,388.47,386.07,396.95,1050000,7,122000,851000,2719492.375,98.28,-9.0669
M419T895,419.3147,894.8,889.98,900.84,289000,7,61600,431000,898010.484375,2.71,-11.9786
M419T1006,419.3147,1005.56,1004.33,1012.85,319000,8,61600,493000,1005085.01171875,2.35,-12.2519
M419T1019,419.3147,1018.96,1011.63,1026.3,6590000,11,61600,677000,15054682.4609375,93.22,-8.8909
M419T1036,419.3147,1036.19,1033.74,1048.38,422000,13,61600,800000,2728087.078125,8.93,-11.403
M419T1040,419.3147,1039.87,1038.63,1048.38,319000,9,61600,554000,1328359.640625,3.23,-12.0541
M420T1019,420.3181,1018.96,1017.75,1026.3,1550000,8,68900,551000,3396768.28125,98.73,-8.6275
M420T1019_1,420.3181,1018.96,1017.75,1026.3,1550000,8,68900,551000,3396768.28125,76.62,-8.881
M420T1019_2,420.3181,1018.96,1017.75,1026.3,1550000,8,68900,551000,3396768.28125,76.62,-8.881
M420T1019_3,420.3181,1018.96,1017.75,1026.3,1550000,8,68900,551000,3396768.28125,76.62,-8.881
M219T73,219.0262,72.94,69.34,80.1,6940000,10,130000,1300000,22788208.671875,100,-9.4719
M219T82,219.0971,82.46,81.3,88.49,1180000,7,131000,919000,2686276.4296875,95.45,-9.1726
M219T211,219.1334,210.53,204.44,217.79,964000,12,130000,1560000,3917731.00585938,10.8,-11.8825
M219T282,219.1334,282,268.61,282,6940000,9,130000,1170000,11019125.0722656,41.18,-10.2565
M219T282_1,219.1334,282,274.74,289.35,6940000,10,130000,1300000,19175712.5566406,81.33,-9.6814
M219T350,219.1699,349.77,347.38,355.81,1160000,8,40600,325000,4389822.5703125,93.73,-8.1513
M683T540,683.2085,539.9,530.24,542.35,370000,6,54900,330000,878816.546875,100,-8.1002
M421T597,421.2572,596.95,589.69,604.23,691000,13,74800,972000,2939324.2265625,78.32,-9.4267
M220T286,220.1176,285.61,278.36,292.95,9880000,10,65500,655000,21395716.7929688,91.35,-8.8782
M220T282,220.137,282,278.36,286.81,464000,8,67400,539000,1362934.00390625,96.51,-8.6288
M220T282_1,220.137,282,278.36,286.81,464000,8,67400,539000,1362934.00390625,96.51,-8.6288
M220T598,220.154,598.14,590.91,605.45,423000,12,65300,784000,2041774.58203125,96.9,-8.9983
M422T597,422.2604,596.95,590.91,604.23,169000,7,40600,284000,605399.4453125,99.66,-7.9547
M422T597_1,422.2604,596.95,595.75,604.23,169000,6,40600,243000,572700.97265625,85.11,-7.9584
M422T674,422.2889,673.51,667.44,685.71,1950000,15,89400,1340000,6159532.77734375,67.16,-9.9023
M422T1004,422.326,1004.33,1001.9,1009.21,2770000,7,118000,825000,7442205.2265625,100,-9.0183
M422T213,422.3462,212.95,205.66,220.2,1150000,12,200000,2400000,5840440.12109375,100,-10.0841
M422T213_1,422.3462,212.95,205.66,220.2,1150000,12,200000,2400000,5840440.12109375,100,-10.0841
M423T601,423.2729,600.56,593.32,606.68,1040000,12,88400,1060000,3315604.125,19.24,-10.9179
M423T629,423.2729,628.54,621.28,640.77,1760000,16,88400,1420000,8517260.3203125,58.78,-10.0889
M423T784,423.2729,783.91,781.51,788.75,649000,7,88400,619000,1676619.94140625,9.22,-11.1145
M423T674,423.2924,673.51,668.66,675.93,469000,7,54400,381000,1156688.95898438,81.24,-8.4526
M423T775,423.3206,775.44,773.03,780.31,878000,6,53500,321000,2093940.00976563,96.91,-8.1048
M423T213,423.3493,212.95,211.75,218.99,285000,7,74900,524000,1102063.5078125,100,-8.5649
M423T213_1,423.3493,212.95,211.75,218.99,285000,7,74900,524000,1102063.5078125,100,-8.5649
M424T629,424.2764,628.54,626.11,635.86,363000,9,71700,646000,1684720.0390625,76.56,-9.0397
M424T655,424.3046,655.35,649.29,665.04,3440000,14,183000,2560000,11218585.515625,43.23,-10.9887
M424T657,424.3046,656.6,656.6,669.86,2690000,12,183000,2190000,6266488.3125,9.02,-12.4018
M424T704,424.3046,703.9,694.14,712.33,2240000,16,183000,2920000,7407606.765625,25.07,-11.6671
M424T792,424.3046,792.38,781.51,793.57,1920000,11,183000,2010000,4505055.17578125,13.98,-11.8761
M424T792_1,424.3046,792.38,785.12,800.81,1920000,13,183000,2380000,5797530.484375,17.69,-11.8083
M222T82,222.0968,82.46,75.28,89.69,1840000,13,209000,2720000,7407025.4921875,100,-10.2112
M425T661,425.2884,661.4,657.8,667.44,607000,9,54300,488000,2106057.7578125,47.28,-9.2428
M425T678,425.2884,678.41,671.09,684.51,598000,11,54300,597000,2435717.55273438,48.79,-9.412
M425T655,425.3081,655.35,652.92,662.6,638000,8,70600,565000,1931029.1875,46.53,-9.4047
M425T655_1,425.3081,655.35,655.35,665.04,638000,8,70600,565000,1746644.8046875,21.54,-10.1748
M425T704,425.3081,703.9,692.94,707.5,454000,11,70600,777000,1666251.0390625,30.37,-10.15
M425T982,425.3404,982.42,977.57,989.71,210000,9,56400,507000,1047424.7421875,69.36,-8.8976
M425T982_1,425.3404,982.42,977.57,989.71,210000,9,56400,507000,1047424.7421875,69.36,-8.8976
M425T982_2,425.3404,982.42,981.2,989.71,210000,8,56400,451000,1008244.703125,60.79,-8.9117
M223T806,223.0962,805.65,800.81,812.96,440000,11,50300,553000,1861182.33203125,21.95,-10.1351
M223T832,223.0962,831.52,825.43,843.79,944000,14,50300,704000,3873102.578125,53.46,-9.486
M223T327,223.1072,326.77,324.37,332.8,3380000,7,125000,878000,7815691.2890625,95.65,-9.1242
M223T291,223.1437,290.56,288.03,296.56,3070000,8,109000,869000,6932047.21875,100,-9.0698
M426T867,426.2607,866.79,858.29,868.01,643000,6,79600,478000,1419959.6953125,98.97,-8.4819
M426T697,426.3205,696.63,685.71,705.12,4130000,14,112000,1570000,13068630.9296875,44.93,-10.4607
M426T716,426.3205,715.99,708.72,723.34,3300000,13,112000,1460000,10008139.8164063,33.08,-10.693
M426T806,426.3205,805.65,797.18,814.17,1190000,13,112000,1460000,3792248.5390625,10.2,-11.8689
M427T674,427.2441,673.51,667.44,684.51,368000,9,68900,620000,1401855.5,71.1,-9.0734
M427T1004,427.281,1004.33,1001.9,1009.21,2120000,7,79400,555000,5797642.83203125,97.87,-8.644
M427T697,427.3243,696.63,692.94,701.49,722000,8,80300,642000,2418899.26953125,54.6,-9.3725
M427T716,427.3243,715.99,711.14,722.14,754000,9,80300,722000,2182497.55859375,70.12,-9.2401
M427T980,427.3565,980,976.34,986.06,881000,8,93500,748000,2378670.78125,59.26,-9.443
M427T1003,427.3565,1003.13,995.81,1010.41,579000,11,93500,1030000,2233611.453125,43.14,-10.0791
M428T1003,428.2849,1003.13,1001.9,1007.97,412000,6,65900,395000,1279782.41796875,100,-8.282
M225T368,225.0868,367.92,365.54,372.73,1390000,7,69200,484000,3660468.359375,100,-8.4855
M225T293,225.1206,292.95,285.61,300.22,858000,9,76700,690000,2150117.4375,100,-8.8398
M225T293_1,225.1206,292.95,285.61,300.22,858000,9,76700,690000,2150117.4375,97.76,-8.8624
M429T655,429.2595,655.35,645.65,665.04,715000,12,94700,1140000,2608458.48046875,43.31,-10.1754
M226T234,226.107,233.57,228.74,239.6,770000,10,157000,1570000,3329387.66015625,34.79,-10.7179
M226T295,226.107,295.34,292.95,303.83,1770000,10,157000,1570000,4957810.8359375,58.53,-10.1977
M226T295_1,226.107,295.34,295.34,308.66,1770000,12,157000,1890000,4257036.6640625,16.59,-11.6406
M226T191,226.1284,191,183.7,198.34,2400000,13,176000,2290000,17537492.671875,92.75,-10.1139
M430T387,430.2627,387.28,387.28,394.53,196000,6,55500,333000,750762.01171875,27.45,-9.4033
M227T434,227.1247,434.34,433.16,441.53,1190000,8,69800,558000,2582311.75,47.77,-9.3662
M227T434_1,227.1247,434.34,433.16,441.53,1190000,8,69800,558000,2582311.75,48.93,-9.3422
M227T303,227.1442,302.62,300.22,306.25,3030000,6,105000,630000,5821576.58203125,100,-8.748
M431T716,431.2759,715.99,711.14,723.34,641000,11,80500,885000,3056101.48046875,45.2,-9.8822
M431T751,431.2759,751.2,743.92,757.29,798000,12,80500,965000,2994411.73046875,43.62,-10.0049
M431T967,431.3108,966.54,954.4,969.03,431000,9,59000,531000,1984709.11328125,45.97,-9.3546
M432T875,432.2369,875.29,872.86,892.4,9080000,12,58100,697000,22676562.4570313,96.98,-8.8806
M432T595,432.295,594.54,592.11,599.35,337000,7,70000,490000,992943.9609375,96.7,-8.5299
M432T847,432.3097,847.38,844.98,853.46,4300000,8,85300,682000,10690384.6601563,99.35,-8.8342
M432T847_1,432.3097,847.38,844.98,854.66,4300000,9,85300,767000,10769195.9882813,99.35,-8.952
M228T136,228.0977,136.08,132.44,148.31,1170000,11,222000,2440000,5152610.96679688,60.79,-10.6001
M228T767,228.1955,766.95,757.29,774.23,1650000,15,331000,4970000,13534167.734375,25.73,-12.1707
M228T1020,228.1955,1020.18,1012.85,1021.41,1230000,8,331000,2650000,6673481.125,69.58,-10.5473
M433T875,433.2404,875.29,872.86,880.13,1750000,7,73100,512000,4639297.82421875,100,-8.5401
M433T791,433.3298,791.16,782.71,797.18,214000,12,53000,636000,1328417.921875,61.15,-9.2504
M229T438,229.143,437.92,435.53,448.85,910000,9,55800,502000,2186296.6328125,15.25,-10.4028
M229T455,229.143,454.85,448.85,462.15,2340000,12,55800,670000,6638668.1875,66.02,-9.2248
M229T667,229.143,667.44,661.4,675.93,1130000,11,55800,614000,3393055.92382813,25.6,-10.0851
M229T316,229.1544,315.95,308.66,323.16,1790000,13,340000,4420000,13638125.375,100,-10.6955
M434T246,434.1884,245.66,244.45,252.95,4690000,8,146000,1170000,11578392.9570313,97.49,-9.392
M230T368,230.0421,367.92,365.54,373.94,2220000,8,488000,3910000,9864590.421875,90.87,-10.6687
M230T86,230.186,86.07,83.66,93.34,418000,9,85400,769000,1751953.66796875,9.52,-11.2986
M230T208,230.186,208.07,200.78,212.95,3050000,11,85400,940000,10374918.5410156,90.3,-9.25
M435T659,435.2731,659,655.35,666.23,475000,8,59700,478000,1329551.12890625,89.02,-8.5878
M436T599,436.2687,599.35,596.95,606.68,217000,7,46700,327000,665646.203125,100,-8.093
M231T192,231.0838,192.23,184.93,199.56,2330000,13,128000,1660000,15933404.578125,88.06,-9.8452
M231T438,231.1586,437.92,435.53,445.22,1560000,8,87800,702000,3866078.16210938,61.86,-9.3373
M231T438_1,231.1586,437.92,435.53,452.44,1560000,10,87800,878000,3958044.390625,58.09,-9.6233
M231T717,231.1586,717.2,714.76,732.99,642000,12,87800,1050000,2961302.90234375,35.59,-10.2955
M231T320,231.1697,319.55,313.52,326.77,7440000,10,181000,1810000,26017558.203125,38.67,-10.7533
M231T339,231.1697,338.86,331.6,346.17,22300000,12,181000,2170000,53503041.5449219,58.83,-10.516
M231T339_1,231.1697,338.86,337.65,352.17,22300000,13,181000,2350000,54083929.6875,53.24,-10.6959
M437T875,437.192,875.29,872.86,880.13,2960000,7,89900,629000,7112823.453125,100,-8.7467
M437T875_1,437.192,875.29,872.86,880.13,2960000,7,89900,629000,7112823.453125,100,-8.7467
M232T85,232.1289,84.86,83.66,100.67,369000,6,63400,380000,962300.46875,32.12,-9.3796
M232T339,232.1731,338.86,337.65,343.71,2540000,6,326000,1960000,5255894.46875,100,-9.882
M232T339_1,232.1731,338.86,337.65,343.71,2540000,6,326000,1960000,5255894.46875,100,-9.882
M438T597,438.2838,596.95,589.69,603.02,1040000,12,73900,887000,2997951.7578125,74.57,-9.3842
M439T192,439.1779,192.23,186.14,197.13,491000,10,103000,1030000,2779631.671875,99.9,-9.2361
M233T85,233.1131,84.86,82.46,100.67,615000,10,61100,611000,1824667.36523438,70.73,-9.0646
M233T85_1,233.1131,84.86,82.46,90.9,615000,8,61100,489000,1759282.875,98.61,-8.5091
M233T294,233.1492,294.14,286.81,297.78,11600000,9,217000,1960000,29883795.3515625,93.93,-9.944
M233T294_1,233.1492,294.14,286.81,301.41,11600000,12,217000,2610000,30638463.28125,94.48,-10.2258
M440T895,440.2761,894.8,888.78,902.05,1150000,11,148000,1620000,4430021.1484375,100,-9.6953
M440T895_1,440.2761,894.8,891.19,902.05,1150000,10,148000,1480000,4402219.8125,100,-9.6
M440T635,440.2997,634.63,627.32,641.98,4990000,13,122000,1590000,21245226.3984375,85.06,-9.8359
M234T73,234.1085,72.94,70.55,84.86,421000,12,62800,753000,1542324.8984375,100,-8.9269
M234T73_1,234.1085,72.94,70.55,84.86,421000,12,62800,753000,1542324.8984375,100,-8.9269
M234T368,234.1333,367.92,365.54,377.61,663000,9,62400,561000,1694880.890625,39.9,-9.5515
M234T483,234.1333,482.74,480.34,487.59,719000,7,62400,437000,1939998.2578125,50.01,-9.0743
M234T294,234.1526,294.14,283.2,299,1120000,9,68200,613000,2750973.77539063,90.37,-8.8229
M234T32,234.2059,31.88,24.55,39.13,649000,13,206000,2680000,6701823.28125,37.44,-11.1775
M234T106,234.2059,105.56,98.22,112.9,637000,13,206000,2680000,5973818.6875,54.66,-10.799
M441T1006,441.2964,1005.56,1004.33,1023.86,461000,8,51100,409000,1292955.78320313,76.9,-8.5788
M441T635,441.3034,634.63,627.32,638.33,1070000,10,94400,944000,4312744.59375,97.21,-9.1815
M441T886,441.3351,886.36,883.87,893.61,451000,8,63500,508000,1787702.421875,38.18,-9.4951
M441T886_1,441.3351,886.36,883.87,902.05,451000,15,63500,952000,2478767.46875,42.75,-10.0107
M441T894,441.3351,893.61,891.19,899.63,337000,8,63500,508000,1242191.91796875,22.28,-10.0338
M441T918,441.3351,917.78,910.53,921.41,285000,9,63500,571000,1385571.19335938,25.1,-10.0325
M235T79,235.092,78.89,75.28,82.46,359000,7,42800,300000,1030926.63671875,100,-8.0048
M235T975,235.169,975.13,967.76,982.42,671000,10,43900,439000,2468838.703125,70.26,-8.7402
M707T695,707.4131,695.36,692.94,699.07,1310000,6,196000,1170000,3136606.515625,100,-9.3702
M442T618,442.3157,617.65,611.54,626.11,863000,13,129000,1670000,3384648.38671875,8.99,-12.135
M442T678,442.3157,678.41,668.66,686.92,5950000,16,129000,2060000,19871897.3085938,81.12,-10.1423
M236T544,236.1126,543.55,538.68,556.93,204000,9,45600,410000,919551.779296875,56.2,-8.8954
M443T678,443.3191,678.41,673.51,685.71,1310000,10,50100,501000,4107267.29296875,84.67,-8.6852
M443T981,443.3512,981.2,971.46,981.2,1320000,7,80900,566000,1954639.96484375,12.39,-10.7293
M443T982,443.3512,982.42,976.34,989.71,4370000,12,80900,970000,11215748.5195313,86.99,-9.3197
M444T982,444.3544,982.42,980,990.92,1200000,10,87200,872000,3104180.484375,94.3,-9.1317
M444T982_1,444.3544,982.42,980,990.92,1200000,10,87200,872000,3104180.484375,94.3,-9.1317
M237T896,237.1119,896,888.78,902.05,474000,8,38200,305000,1612199.421875,93.97,-8.0863
M237T896_1,237.1119,896,888.78,902.05,474000,8,38200,305000,1612199.421875,93.97,-8.0863
M237T332,237.1229,331.6,330.4,338.86,4360000,8,258000,2060000,10100065.171875,99.67,-9.9378
M445T2,445.1192,1.51,0.34,8.71,1650000,8,401000,3210000,10077051.5625,28.18,-11.6432
M445T121,445.1192,121.46,114.13,128.76,1580000,13,401000,5220000,15116510.8125,63.25,-11.3202
M445T630,445.2554,629.78,623.69,637.13,554000,12,77000,924000,3151023.25585938,76.24,-9.4026
M445T775,445.3028,775.44,773.03,779.09,628000,6,91700,550000,1725052.515625,93.49,-8.6803
M445T904,445.3666,904.47,899.63,914.16,2290000,13,54200,704000,6254058.984375,93.63,-8.9257
M445T904_1,445.3666,904.47,903.27,912.95,2290000,9,54200,488000,6026648.6796875,74.32,-8.789
M445T980,445.3666,980,967.76,986.06,275000,6,54200,325000,657173.115234375,6.37,-10.8395
M446T7,446.1193,7.49,0.34,14.79,477000,13,127000,1650000,4364017.6875,29.38,-10.9366
M446T143,446.1193,143.42,136.08,150.73,473000,13,127000,1650000,4292341,56.14,-10.2892
M446T388,446.26,388.47,382.46,393.32,1450000,7,59800,419000,2848639.1875,87.31,-8.4756
M446T739,446.2923,739.07,736.64,746.34,617000,8,70700,566000,1525941.51757813,100,-8.6408
M446T739_1,446.2923,739.07,736.64,746.34,617000,8,70700,566000,1525941.51757813,100,-8.6408
M239T252,239.1024,251.74,249.29,255.36,911000,6,149000,893000,1954845.5703125,82.86,-9.2856
M239T757,239.1247,757.29,740.28,759.69,283000,7,54700,383000,843372.74609375,46.37,-9.0196
M239T33,239.161,33.11,25.77,40.34,1090000,13,226000,2940000,10904857.875,36.99,-11.2821
M239T109,239.161,109.23,101.9,116.57,671000,13,226000,2940000,6867477.375,11.34,-12.4647
M239T169,239.161,169,161.68,176.38,773000,13,226000,2940000,8409841.375,23.4,-11.7402
M239T886,239.161,886.36,881.43,893.61,3280000,11,226000,2480000,10138436.96875,10.52,-12.3726
M239T903,239.161,903.27,899.63,906.88,1340000,7,226000,1580000,3413783.171875,2.69,-13.283
M447T43,447.1167,42.78,35.54,48.88,310000,12,94500,1130000,2344744.3515625,26.46,-10.6651
M447T119,447.1167,119.01,111.68,125.13,252000,12,94500,1130000,2308334.46875,16.66,-11.1279
M447T145,447.1167,144.64,137.3,151.94,273000,13,94500,1230000,2463710.4375,20.42,-11.0044
M447T184,447.1167,183.7,176.38,191,256000,13,94500,1230000,2461292.625,17.65,-11.1504
M447T678,447.2711,678.41,671.09,683.29,742000,11,58000,638000,3111662.8984375,71.03,-9.1026
M996T841,995.6727,841.31,838.79,846.17,441000,6,112000,672000,1385117.5546875,81.19,-9.0206
M240T228,240.0863,227.51,222.64,233.57,761000,10,61900,619000,2428640.69921875,100,-8.7299
M240T329,240.1226,329.2,326.77,335.22,1170000,8,96800,775000,2777037.96484375,36.59,-9.9605
M240T886,240.1645,886.36,878.93,891.19,296000,7,62200,435000,893799.58203125,32.38,-9.5064
M448T756,448.3043,756.06,748.79,768.17,982000,10,67300,673000,3506391.11523438,92.5,-8.892
M449T458,448.7817,458.48,458.48,464.56,1330000,6,89400,536000,2778345.3203125,43.47,-9.4203
,,,,,,,,,,,
