,rt,into
124,17.0465598,642438.81
125,17.181309,62113.09
126,17.316055199999997,958610.25
127,17.450805,74217.562
128,17.585439,95498.688
129,17.7201858,308548.44
130,17.854938,544445.75
131,17.9896842,78971.281
132,18.1244322,145706.44
133,18.3289362,81980.211
134,18.4635618,55306.062
135,18.598305,54241.547
136,18.733057199999998,84911.75
137,18.867812999999998,97541.281
138,19.002564,64601.953
139,19.137313199999998,42480.188
140,19.2719352,180084.88
141,19.4066832,69555.641
142,19.541431199999998,154362.62
143,19.676181,63836.555
144,19.810938,68419.906
145,19.945687799999998,73314.812
146,20.080312799999998,38784.695
147,20.215059,23194.266
148,20.3498094,59332.445
149,20.484565200000002,74235.891
150,20.619314399999997,87888.367
151,20.75394,52144.219
152,20.8886868,87335.203
153,21.0234378,109894.14
154,21.1581822,46808.805
155,21.2929344,22262.973
156,21.427688999999997,66463.555
157,21.562317,79328.289
158,21.697065000000002,139610.23
159,21.8318118,68476.148
160,21.9665598,50280.688
161,22.101307799999997,72183.344
162,22.2360582,39899.531
163,22.370815800000003,66801.648
164,22.505440200000002,32322.926
165,22.6401918,15319.982
166,22.7749362,43163.141
167,22.9096872,57129.578
168,23.044443,51619.102
169,23.1790602,82231.648
170,23.4574458,70136.344
171,23.5921938,129733.59
172,23.7269358,72989.953
173,23.8616874,35426.016
174,23.9964462,90924.375
175,24.131193,41406.32
176,24.265812,377716.59
177,24.400565999999998,104370.54
178,24.5353152,72951.922
179,24.670060199999998,100502.19
180,24.8048112,81465.172
181,24.939562199999997,100552.12
182,25.074192,131648.3
183,25.2089442,87760.25
184,25.3436904,198023.86
185,25.4784402,108290.36
186,25.613195400000002,83868.07
187,25.747944,77775.578
188,25.8825702,56342.992
189,26.017318200000002,272436.75
190,26.152068,201103.36
191,26.286813000000002,84074.062
192,26.421564,91670.875
193,26.5563192,48707.023
194,26.690946,82640.711
195,26.8256892,80009.734
196,26.960442,94820.164
197,27.095193,63708.828
198,27.229938,50834.965
199,27.364688400000002,83653.406
200,27.4993224,85179.477
201,27.634071,69016.32
202,27.7688232,144440.56
203,27.9035658,82647.469
204,28.0383168,96367.609
205,28.173066,78246.406
206,28.456581,59151.25
207,28.59132,162249.17
208,28.726072199999997,166522.88
209,28.8608172,120958.55
210,28.9954422,77406.383
211,29.1301968,48315.742
212,29.2649502,116714.38
213,29.3996922,90546.961
214,29.534445,40493.258
215,29.669073,101079.27
216,29.8038162,69024.586
217,29.9385672,71862.172
218,30.073325399999998,2900480.8
219,30.2080728,107629.19
220,30.3428232,1263221.5
221,30.4774452,136656
222,30.6121962,496445.31
223,30.746940000000002,55096.633
224,30.881692200000003,562548.25
225,31.0164522,80265.984
226,31.151199,598335.31
227,31.285823999999998,85446.312
228,31.4205702,249177.38
229,31.555320000000002,100048.39
230,31.690074000000003,188727.28
231,31.824825,100337
232,31.9595688,90890.75
233,32.094198,145285.59
234,32.228949,44459.969
235,32.363694,50153.754
236,32.498445000000004,41519.141
237,32.633200200000005,536940.31
238,32.7679512,41651.281
239,32.9025774,109167.09
240,33.037323,125652.38
241,33.172072799999995,59714.375
242,33.306817800000005,126050.75
243,33.4415688,54653.125
244,33.5763258,92798.305
245,33.7109502,94927.812
246,33.8457024,65395.738
247,33.980449199999995,334487.56
248,34.1151978,151465.91
249,34.2499512,68765.406
250,34.3847022,35598.812
251,34.519323,63693.773
252,34.6540752,61323.328
253,34.7888238,108225.27
254,34.923571200000005,95017.469
255,35.058322200000006,245350.92
256,35.193078,86354.828
257,35.3277018,58566.109
258,35.4624528,45076.973
259,35.597200799999996,142480
260,35.73195,82927.766
261,35.8666962,70466.25
262,36.001445999999994,75986.078
263,36.136083000000006,106404.33
264,36.270828,111141.39
265,36.405580199999996,31982.578
266,36.5403252,49298.148
267,36.6750768,1107705
268,36.809829,63619.789
269,36.9444582,353309.38
270,37.079197799999996,100838.59
271,37.213951800000004,185234.97
272,37.348704,71657.828
273,37.4834478,55059.258
274,37.6181982,106430.41
275,37.7528298,153236.75
276,37.887581999999995,94109.305
277,38.022330000000004,85642.938
278,38.1570732,1180599.6
279,38.4152124,59443.434
280,38.5498314,363446.88
281,38.6845812,82604.531
282,38.8193292,152581.81
283,38.9540808,103489.84
284,39.0888264,168860.75
285,39.223576200000004,102812.22
286,39.3582072,63552.648
287,39.492956400000004,108923.48
288,39.627702,82628.031
289,39.7624548,82134.234
290,39.8972052,82699.562
291,40.0319502,80011.109
292,40.1665758,63331.496
293,40.3013334,46222.203
294,40.436082,69214.547
295,40.570833,76197.406
296,40.705578,61550.84
297,40.840330200000004,87437.977
298,40.974961199999996,91390.625
299,41.109709200000005,64835.125
300,41.2444584,88794.547
301,41.379206399999994,1218433.6
302,41.5139568,101270.95
303,41.648701800000005,297755.62
304,41.783329200000004,119379.99
305,41.918085,330072.44
306,42.0528372,100927.49
307,42.187587,187752.75
308,42.322332,125677.87
309,42.4570812,93534.344
310,42.591703200000005,92812.172
311,42.726453,109799.29
312,42.86121,1824300.6
313,42.995964,117156.64
314,43.1307042,520767.75
315,43.3637022,108991.73
316,43.4984598,140802.81
317,43.6332108,204424.44
318,43.767959999999995,74731.141
319,43.9027062,171914.94
320,44.037333000000004,78698.344
321,44.1720852,88523.812
322,44.306838,54110.805
323,44.4415812,147395.09
324,44.576333999999996,752367.06
325,44.711085,225431.78
326,44.84583,170865.81
327,44.980458,79866.812
328,45.1152132,98367.016
329,45.249963,70390
330,45.384712199999996,76179.312
331,45.519459,95221.484
332,45.6542088,77721.859
333,45.7888308,144849.72
334,45.92358,104630.25
335,46.05834,70007.766
336,46.1930868,81027.883
337,46.3278372,71132.859
338,46.462458,85468.352
339,46.597210200000006,96274.781
340,46.7319648,95444.734
341,46.866715199999994,49362.965
342,47.0014584,46201.012
343,47.136211800000005,57182.441
344,47.270836800000005,94321.727
345,47.405583,96269.398
346,47.5403328,45860.188
347,47.6750922,51342.27
348,47.8098402,42140.789
349,47.9445912,55080.602
350,48.079210800000006,38424.797
351,48.2139582,83292.242
352,48.481081800000005,62500.359
353,48.6158388,54426.602
354,48.7505898,70125.391
355,48.8853402,67044.586
356,49.020085800000004,91275.195
357,49.1548368,117639.72
358,49.289469,106903.08
359,49.4242158,525182.44
360,49.5589602,71188.086
361,49.6937142,107611.06
362,49.828464,73641.953
363,49.963212,39944.602
364,50.097834,76847.633
365,50.2325928,80213.812
366,50.3673408,69155.625
367,50.5020918,71825.594
368,50.636838,80706.453
369,50.7715878,72980.18
370,50.906334,64450.293
371,51.040959,48158.492
372,51.1757172,86467.461
373,51.3104658,90969.609
374,51.445218000000004,91734.312
375,51.5799618,75135.078
376,51.7147128,64226.125
377,51.8493432,103817.76
378,51.9840948,73219.117
379,52.118836800000004,84077.812
380,52.253592000000005,54131.473
381,52.3883412,60963.613
382,52.5230868,66405.695
383,52.6577118,45367.551
384,52.7924688,127063.96
385,52.927217999999996,81937.281
386,53.061972,62445.801
387,53.1967128,91599.547
388,53.480713200000004,51622.07
389,53.615463000000005,78675.188
390,53.750223,109600.53
391,53.884843200000006,81869.836
392,54.0195972,70209.094
393,54.154341,33079.191
394,54.289092000000004,53276.445
395,54.4238388,95422.945
396,54.5585862,85051.883
397,54.6932208,728335.25
398,54.8279688,34281.227
399,54.962716799999995,129361.8
400,55.097464800000004,87427.516
401,55.2322158,36362.719
402,55.366971,73940.477
403,55.501596,400202.09
404,55.636347,225547.12
405,55.7710938,117264.33
406,55.905845400000004,58428.621
407,56.040591,73702.281
408,56.1753402,60209.746
409,56.309973,50326.199
410,56.444721,108106.45
411,56.5794732,57167.535
412,56.7142182,128437.91
413,56.8489692,78168.805
414,56.9837148,73465.383
415,57.118341,63110.93
416,57.253097999999994,157878.28
417,57.387847799999996,81523.414
418,57.522597000000005,96173.102
419,57.6573432,78156.719
420,57.792094199999994,53765.359
421,57.9267228,77225.336
422,58.0614738,26552.695
423,58.196224199999996,41227.023
424,58.330972200000005,89399.289
425,58.4657208,69793.547
426,58.600466999999995,35672.953
427,58.7350938,61487.516
428,58.8698502,68986
429,59.004603,209371.09
430,59.1393492,70897.953
431,59.2740972,37457.469
432,59.408844,88625.633
433,59.543465999999995,21238.918
434,59.678217,1031920.9
435,59.8129752,118189.59
436,59.947725,237708.12
437,60.08247599999999,44143.859
438,60.21709800000001,247821.72
439,60.351845999999995,183180.31
440,60.486605999999995,38189052
441,60.621354,74224.93
442,60.756102000000006,14059716
443,60.89084999999999,104777.12
444,61.025598,10695404
445,61.160219999999995,80301.047
446,61.294968,2729575
447,61.429728,53315.211
448,61.564476000000006,2019370.5
449,61.69923,92701.195
450,61.833972,463141.94
451,61.968593999999996,78590.523
452,62.103342,161673.91
453,62.238096,51734.441
454,62.37285599999999,115186.16
455,62.507604,234423.72
456,62.642352,25740
457,62.776974,39056.91
458,62.911722000000005,34281.07
459,63.046476,46220.164
460,63.181218,58266.848
461,63.464736,44576.238
462,63.599478000000005,60815.945
463,63.73422599999999,64776.207
464,63.868974,289802.09
465,64.003728,53241.559
466,64.138356,40490.281
467,64.273104,59413.703
468,64.407852,68172.578
469,64.5426,61222.07
470,64.677348,61620.441
471,64.81209600000001,59535.98
472,64.94672399999999,62291.969
473,65.081478,59741.844
474,65.21623199999999,77118.148
475,65.350974,108883.25
476,65.48572800000001,57109.5
477,65.620344,92356.883
478,65.75509799999999,89342.477
479,65.889858,94946.039
480,66.02460599999999,1867132.5
481,66.15935400000001,58039.285
482,66.29410200000001,197678.5
483,66.428724,79266.078
484,66.563484,763173.75
485,66.698232,24127.908
486,66.83297999999999,117471.5
487,66.96772800000001,80969.75
488,67.10247600000001,73039.547
489,67.237098,72506.539
490,67.371852,77970.352
491,67.50660599999999,64213.586
492,67.64136,41409.227
493,67.77610800000001,78485.016
494,67.910856,56232.055
495,68.04547799999999,51520.461
496,68.180226,51684.578
497,68.464494,45178.375
498,68.599236,27097.457
499,68.733984,20299.168
500,68.868732,2340006.5
501,69.00348,25200.248
502,69.138114,535509.25
503,69.27285,285502.19
504,69.40761,179361.12
505,69.54235800000001,40747.047
506,69.677106,61938.598
507,69.811854,44148.766
508,69.946482,49667.156
509,70.081236,33497.531
510,70.215984,39140.68
511,70.35073799999999,27409.289
512,70.48548600000001,26467.467
513,70.62023400000001,38642.562
514,70.75485,46663.891
515,70.88960399999999,23362.43
516,71.024364,54318.824
517,71.159112,30469.646
518,71.29386,37302.855
519,71.428608,38085.836
520,71.56323,23612.957
521,71.69799,92167.531
522,71.83273799999999,315096.06
523,71.967486,71501.344
524,72.10223400000001,121600.69
525,72.236982,54648.664
526,72.371604,80378.984
527,72.506358,39832.18
528,72.64111199999999,54611.812
529,72.77586600000001,87508.984
530,72.910614,188874.86
531,73.045362,37211.113
532,73.18011,82073.305
533,73.314732,38369.117
534,73.44948000000001,43456.867
535,73.58424000000001,45664.773
536,73.718988,58057.344
537,73.853736,39555.117
538,73.988364,79536.844
539,74.123112,36339.465
540,74.25786599999999,63500.914
541,74.39261400000001,197256.11
542,74.527356,22769.945
543,74.662116,56043.93
544,74.796864,35484.586
545,74.931486,30855.229
546,75.066234,39998.539
547,75.20098800000001,42679.336
548,75.335742,60814.848
549,75.47049,52886.438
550,75.605112,38657.141
551,75.73986000000001,32354.463
552,75.874608,51964.43
553,76.00936200000001,59746.883
554,76.144116,21336.205
555,76.278864,140184.12
556,76.413492,273893.84
557,76.54823400000001,45940.863
558,76.682988,85531.875
559,76.817742,127897.09
560,76.95249,67566.016
561,77.087232,56283.898
562,77.221866,35479.25
563,77.356614,48851.422
564,77.491362,41677.027
565,77.62611000000001,25275.451
566,77.76087000000001,45966.688
567,77.895618,1117071.8
568,78.03024599999999,420295.53
569,78.164988,417442.44
570,78.35774400000001,132825.95
571,78.492492,159143.69
572,78.62724,149213.97
573,78.761988,132874.94
574,78.89673599999999,83927.219
575,79.03137,166558.33
576,79.16611800000001,61630.984
577,79.300866,60544.094
578,79.435614,27690.098
579,79.570362,36076.344
580,79.70510999999999,35405.781
581,79.839732,39401.75
582,79.974498,42325.738
583,80.10924,38868.734
584,80.243994,16434962
585,80.378742,599297.75
586,80.51349,6619771
587,80.648118,1234416.6
588,80.782872,4742242
589,80.91762,9337820
590,81.052368,26308730
591,81.187116,15870559
592,81.321864,19597528
593,81.456492,40777280
594,81.591246,23890128
595,81.725994,23973348
596,81.860748,57070592
597,81.995496,19120472
598,82.130238,13158260
599,82.26486,22987996
600,82.399614,62781576
601,82.534374,39745468
602,82.669122,61164132
603,82.80387,33683236
604,82.938618,55240020
605,83.07324,18943936
606,83.207994,15939906
607,83.342748,36133416
608,83.477496,47359684
609,83.612244,9467659
610,83.74699199999999,26129446
611,83.881614,2733958.5
612,84.016368,56175280
613,84.15112199999999,84816400
614,84.285876,23011428
615,84.420624,8151508
616,84.55524600000001,24368236
617,84.689994,22911114
618,84.824742,65504268
619,84.95949,43811248
620,85.09425,20583472
621,85.22899799999999,19755676
622,85.36374599999999,9043488
623,85.498368,28812688
624,85.633122,19590210
625,85.767876,17040672
626,85.902624,27785456
627,86.037378,40776856
628,86.172,6209246
629,86.306748,25564682
630,86.441496,28367044
