,physic_x,physic_y,block_x,block_y,r,g,b,black_pixels,black_density,black_ratio,#8230b8_pixels,#8230b8_density,#8230b8_ratio
"141,131",141,131,14,13,237.49,177.23,233.9,0,0,0,0,0,0
"141,141",141,141,14,14,242.01,221.6,242.57,0,0,0,0,0,0
"141,151",141,151,14,15,243.39,220.37,242.57,0,0,0,0,0,0
"141,161",141,161,14,16,240.57,191.65,237.71,0,0,0,0,0,0
"141,171",141,171,14,17,235.55,168.54,235.82,0,0,0,0,0,0
"141,181",141,181,14,18,237.26,175.56,235.09,0,0,0,0,0,0
"141,191",141,191,14,19,240.98,194.52,240.35,0,0,0,0,0,0
"141,201",141,201,14,20,249.69,239.03,246.62,0,0,0,0,0,0
"141,211",141,211,14,21,249.73,235.3,244.15,0,0,0,0,0,0
"141,221",141,221,14,22,245.47,226,246.29,0,0,0,0,0,0
"141,231",141,231,14,23,251.68,248.39,251.85,0,0,0,0,0,0
"141,241",141,241,14,24,251.79,246.39,252.16,0,0,0,0,0,0
"141,251",141,251,14,25,252.23,247.22,252.27,0,0,0,0,0,0
"141,261",141,261,14,26,247.56,238.21,244.97,0,0,0,0,0,0
"141,271",141,271,14,27,224.85,167.78,231.76,0,0,0,0,0,0
"141,281",141,281,14,28,202.73,146.52,210.35,0,0,0,1,0.02,0.01
"141,291",141,291,14,29,170.16,82.07,199.25,0,0,0,0,0,0
"141,301",141,301,14,30,228.33,161.03,227.41,0,0,0,0,0,0
"141,311",141,311,14,31,177.82,86.12,200.51,0,0,0,11,0.22,0.11
"141,321",141,321,14,32,171.34,59.24,188.09,0,0,0,0,0,0
"141,331",141,331,14,33,199.94,73.47,197.68,0,0,0,0,0,0
"141,341",141,341,14,34,225.6,121.66,223.1,0,0,0,0,0,0
"141,351",141,351,14,35,220.07,115.26,222.85,0,0,0,0,0,0
"141,361",141,361,14,36,227.94,125.44,224.3,0,0,0,0,0,0
"141,371",141,371,14,37,234.82,121.98,218.33,0,0,0,0,0,0
"141,381",141,381,14,38,227.98,118.11,217.28,0,0,0,0,0,0
"141,391",141,391,14,39,238.39,174.77,230.5,0,0,0,0,0,0
"141,401",141,401,14,40,185.83,93.5,199.54,0,0,0,5,0.11,0.05
"141,411",141,411,14,41,222.97,168.21,229.87,0,0,0,2,0.03,0.02
"141,421",141,421,14,42,216.95,139.87,216.38,0,0,0,0,0,0
"141,431",141,431,14,43,183.87,62.54,191.85,0,0,0,0,0,0
"141,441",141,441,14,44,213.64,84.7,212.16,0,0,0,0,0,0
"141,451",141,451,14,45,222.89,112.94,214.96,0,0,0,0,0,0
"141,461",141,461,14,46,170.2,67.47,185.51,0,0,0,0,0,0
"141,471",141,471,14,47,208.24,94.05,209.56,0,0,0,0,0,0
"141,481",141,481,14,48,223.05,115.93,219.47,0,0,0,0,0,0
"141,491",141,491,14,49,156.86,62.74,201.02,0,0,0,13,0.29000000000000004,0.13
"141,501",141,501,14,50,202.9,116.66,225.6,0,0,0,0,0,0
"141,511",141,511,14,51,232.24,138.32,228.44,0,0,0,0,0,0
"141,521",141,521,14,52,232.36,134.85,226.1,0,0,0,0,0,0
"141,531",141,531,14,53,209.7,126.02,221.42,0,0,0,0,0,0
"141,541",141,541,14,54,228.15,132.11,226.91,0,0,0,0,0,0
"141,551",141,551,14,55,229.78,132.56,225.53,0,0,0,0,0,0
"141,561",141,561,14,56,227.72,132.06,229.19,0,0,0,0,0,0
"141,571",141,571,14,57,235.91,175.67,234.75,0,0,0,0,0,0
"141,581",141,581,14,58,230.43,133.04,219.34,0,0,0,0,0,0
"141,591",141,591,14,59,192.01,81.5,198.85,0,0,0,0,0,0
"141,601",141,601,14,60,222.06666666666666,114.23333333333333,217.56666666666666,0,0,0,0,0,0
"151,1",151,1,15,0,241.63,191.17,238.24,0,0,0,0,0,0
"151,11",151,11,15,1,243.03,177.16,235.11,0,0,0,0,0,0
"151,21",151,21,15,2,236.52,184.52,237.52,0,0,0,0,0,0
"151,31",151,31,15,3,241.81,188.41,237.97,0,0,0,0,0,0
"151,41",151,41,15,4,228.12,153.09,216.28,0,0,0,0,0,0
"151,51",151,51,15,5,203.22,106.06,209.12,0,0,0,0,0,0
"151,61",151,61,15,6,224.4,139.42,220.37,0,0,0,0,0,0
"151,71",151,71,15,7,217.02,114.46,213.07,0,0,0,0,0,0
"151,81",151,81,15,8,233.95,159.58,223.79,0,0,0,0,0,0
"151,91",151,91,15,9,203.73,108.01,214.34,0,0,0,0,0,0
"151,101",151,101,15,10,186.77,73.37,199.78,0,0,0,0,0,0
"151,111",151,111,15,11,194.11,88.31,210.62,0,0,0,0,0,0
"151,121",151,121,15,12,232.87,156.29,231.16,0,0,0,0,0,0
"151,131",151,131,15,13,225.65,142.1,228.43,0,0,0,0,0,0
"151,141",151,141,15,14,238.84,209.54,242.28,0,0,0,0,0,0
"151,151",151,151,15,15,237.35,185.87,237.89,0,0,0,0,0,0
"151,161",151,161,15,16,237.47,160.34,235.56,0,0,0,0,0,0
"151,171",151,171,15,17,239.03,164.11,231.73,0,0,0,0,0,0
"151,181",151,181,15,18,230.69,149.16,231.12,0,0,0,0,0,0
"151,191",151,191,15,19,230.58,147.65,230.09,0,0,0,0,0,0
"151,201",151,201,15,20,234.53,167.7,233.66,0,0,0,0,0,0
"151,211",151,211,15,21,236.29,173.25,236.57,0,0,0,0,0,0
"151,221",151,221,15,22,232.85,163.94,233.12,0,0,0,0,0,0
"151,231",151,231,15,23,240.45,209.79,239.01,0,0,0,0,0,0
"151,241",151,241,15,24,250.78,242.17,247.99,0,0,0,0,0,0
"151,251",151,251,15,25,244.73,224.1,242.7,0,0,0,0,0,0
"151,261",151,261,15,26,237.6,200.01,230.16,0,0,0,0,0,0
"151,271",151,271,15,27,233.82,186.26,228.91,0,0,0,0,0,0
"151,281",151,281,15,28,166.31,93.84,205.13,0,0,0,1,0.02,0.01
"151,291",151,291,15,29,167.07,77.98,209.89,0,0,0,0,0,0
"151,301",151,301,15,30,224.03,138,229.49,0,0,0,0,0,0
"151,311",151,311,15,31,215.31,112.34,219.77,0,0,0,0,0,0
"151,321",151,321,15,32,176.91,65.09,195.78,0,0,0,0,0,0
"151,331",151,331,15,33,159.35,49.57,185.76,0,0,0,0,0,0
"151,341",151,341,15,34,197.74,109.06,208.2,0,0,0,0,0,0
"151,351",151,351,15,35,237.26,190.16,232.2,0,0,0,0,0,0
"151,361",151,361,15,36,218.04,96.18,206.95,0,0,0,0,0,0
"151,371",151,371,15,37,202.52,75.96,196.54,0,0,0,0,0,0
"151,381",151,381,15,38,164.15,56.9,194.91,0,0,0,0,0,0
"151,391",151,391,15,39,230.93,156.81,231.23,0,0,0,0,0,0
"151,401",151,401,15,40,198.56,153.74,231.68,0,0,0,0,0,0
"151,411",151,411,15,41,235.88,187.77,239.17,0,0,0,0,0,0
"151,421",151,421,15,42,225.43,148.85,226.52,0,0,0,0,0,0
"151,431",151,431,15,43,184.25,68.31,208.23,0,0,0,0,0,0
"151,441",151,441,15,44,221.9,128.02,227.77,0,0,0,0,0,0
"151,451",151,451,15,45,212.43,117.99,216.93,0,0,0,0,0,0
"151,461",151,461,15,46,141.72,47.78,186.24,0,0,0,21,0.51,0.21
"151,471",151,471,15,47,177.55,80.07,210.97,0,0,0,0,0,0
"151,481",151,481,15,48,228.64,168.69,233.19,0,0,0,0,0,0
"151,491",151,491,15,49,207.27,128.35,227.11,0,0,0,0,0,0
"151,501",151,501,15,50,231.33,153.37,230.72,0,0,0,0,0,0
"151,511",151,511,15,51,234.34,136.1,224.21,0,0,0,0,0,0
"151,521",151,521,15,52,212.21,100.74,207.05,0,0,0,0,0,0
"151,531",151,531,15,53,224.64,144.61,222.92,0,0,0,0,0,0
"151,541",151,541,15,54,233.35,152.38,232.39,0,0,0,0,0,0
"151,551",151,551,15,55,232.48,142.77,229.34,0,0,0,0,0,0
"151,561",151,561,15,56,237.76,152.34,231.69,0,0,0,0,0,0
"151,571",151,571,15,57,241.7,176.75,230.97,0,0,0,0,0,0
"151,581",151,581,15,58,216.22,103.5,207.27,0,0,0,0,0,0
"151,591",151,591,15,59,167.97,57.36,193.48,0,0,0,0,0,0
"151,601",151,601,15,60,216,98.65555555555555,214.74444444444444,0,0,0,0,0,0
"161,1",161,1,16,0,234.25,158.07,232.7,0,0,0,0,0,0
"161,11",161,11,16,1,220.06,125.07,222.32,0,0,0,0,0,0
"161,21",161,21,16,2,233.36,175.28,235.2,0,0,0,0,0,0
"161,31",161,31,16,3,229.75,178.17,226.31,0,0,0,0,0,0
"161,41",161,41,16,4,172.48,73.06,192.63,0,0,0,0,0,0
"161,51",161,51,16,5,173.18,74.38,206.17,0,0,0,0,0,0
"161,61",161,61,16,6,209.15,101.63,200.66,0,0,0,0,0,0
"161,71",161,71,16,7,185.9,67.92,185.77,0,0,0,0,0,0
"161,81",161,81,16,8,184.94,67.65,189.37,0,0,0,0,0,0
"161,91",161,91,16,9,211.31,104.31,204.95,0,0,0,0,0,0
"161,101",161,101,16,10,212.53,121.76,222.74,0,0,0,0,0,0
"161,111",161,111,16,11,218.57,120.04,225.07,0,0,0,0,0,0
"161,121",161,121,16,12,226.42,126.6,222.4,0,0,0,0,0,0
"161,131",161,131,16,13,233.26,165.89,233.95,0,0,0,0,0,0
"161,141",161,141,16,14,250.25,241.24,244.84,0,0,0,0,0,0
"161,151",161,151,16,15,241.62,219.38,238.28,0,0,0,0,0,0
"161,161",161,161,16,16,235.23,165.47,232.38,0,0,0,0,0,0
"161,171",161,171,16,17,234.13,146.38,230.58,0,0,0,0,0,0
"161,181",161,181,16,18,225.13,131.43,223.42,0,0,0,0,0,0
"161,191",161,191,16,19,231.96,140.56,226.42,0,0,0,0,0,0
"161,201",161,201,16,20,230.86,145.17,229.7,0,0,0,0,0,0
"161,211",161,211,16,21,231.91,170.96,232.51,0,0,0,0,0,0
"161,221",161,221,16,22,222.6,146.59,219.34,0,0,0,0,0,0
"161,231",161,231,16,23,213.18,123.13,211.68,0,0,0,0,0,0
"161,241",161,241,16,24,217.97,151.06,219.88,0,0,0,0,0,0
"161,251",161,251,16,25,233.24,167.62,231.21,0,0,0,0,0,0
"161,261",161,261,16,26,178.5,94.16,205.05,0,0,0,0,0,0
"161,271",161,271,16,27,163.74,79.58,195.62,0,0,0,9,0.22,0.09
"161,281",161,281,16,28,206.69,127,220.34,0,0,0,2,0.03,0.02
"161,291",161,291,16,29,221.04,176.05,239.75,0,0,0,0,0,0
"161,301",161,301,16,30,246.73,221.59,247.39,0,0,0,0,0,0
"161,311",161,311,16,31,229.16,167.16,230.26,0,0,0,0,0,0
"161,321",161,321,16,32,184.26,74.06,198.22,0,0,0,0,0,0
"161,331",161,331,16,33,162.02,54.34,193.76,0,0,0,0,0,0
"161,341",161,341,16,34,171.95,60.38,198.81,0,0,0,0,0,0
"161,351",161,351,16,35,219.92,130.84,218.9,0,0,0,0,0,0
"161,361",161,361,16,36,210.51,83.52,212.98,0,0,0,0,0,0
"161,371",161,371,16,37,209.83,86.37,214.97,0,0,0,0,0,0
"161,381",161,381,16,38,212.45,94.86,218.62,0,0,0,0,0,0
"161,391",161,391,16,39,228.18,136.43,225.73,0,0,0,0,0,0
"161,401",161,401,16,40,237.67,180.56,234.8,0,0,0,0,0,0
"161,411",161,411,16,41,232.72,166.88,232.7,0,0,0,0,0,0
"161,421",161,421,16,42,232.1,136.13,225.92,0,0,0,0,0,0
"161,431",161,431,16,43,220.19,119.64,226.92,0,0,0,0,0,0
"161,441",161,441,16,44,243.68,207.24,244.8,0,0,0,0,0,0
"161,451",161,451,16,45,237.24,200.58,239.98,0,0,0,0,0,0
"161,461",161,461,16,46,196.9,128.84,227.85,0,0,0,0,0,0
"161,471",161,471,16,47,235.47,179.27,241.51,0,0,0,0,0,0
"161,481",161,481,16,48,240.28,194.52,240.98,0,0,0,0,0,0
"161,491",161,491,16,49,231.51,175.29,239.14,0,0,0,0,0,0
"161,501",161,501,16,50,230.78,165.81,231.54,0,0,0,0,0,0
"161,511",161,511,16,51,223.86,117.66,216.15,0,0,0,0,0,0
"161,521",161,521,16,52,184.19,78.04,203.14,0,0,0,0,0,0
"161,531",161,531,16,53,197.51,118.52,224.91,0,0,0,4,0.14,0.04
"161,541",161,541,16,54,236.94,162.33,235.97,0,0,0,0,0,0
"161,551",161,551,16,55,233.23,145.45,230.27,0,0,0,0,0,0
"161,561",161,561,16,56,231.4,130.75,224.39,0,0,0,0,0,0
"161,571",161,571,16,57,223.7,106.17,218.39,0,0,0,0,0,0
"161,581",161,581,16,58,222.6,92.21,212.91,0,0,0,0,0,0
"161,591",161,591,16,59,176.22,62.24,202.89,0,0,0,0,0,0
"161,601",161,601,16,60,206.63333333333333,82.47777777777777,209.7888888888889,0,0,0,0,0,0
"171,1",171,1,17,0,243.87,181.12,240.08,0,0,0,0,0,0
"171,11",171,11,17,1,229.75,146.02,229.87,0,0,0,0,0,0
"171,21",171,21,17,2,212.9,138.11,218.05,0,0,0,0,0,0
"171,31",171,31,17,3,232.23,173.39,227.73,0,0,0,0,0,0
"171,41",171,41,17,4,179.36,101.36,216.55,0,0,0,0,0,0
"171,51",171,51,17,5,212.68,132.74,223.85,0,0,0,0,0,0
"171,61",171,61,17,6,174.7,64.75,192.97,0,0,0,0,0,0
"171,71",171,71,17,7,157.04,48.56,186.02,0,0,0,2,0.08,0.02
"171,81",171,81,17,8,162.85,52.1,186.39,0,0,0,0,0,0
"171,91",171,91,17,9,168.5,59,200.78,0,0,0,0,0,0
"171,101",171,101,17,10,232.27,164.39,233.45,0,0,0,0,0,0
"171,111",171,111,17,11,228.7,143.48,229.18,0,0,0,0,0,0
"171,121",171,121,17,12,218.81,130.31,226.38,0,0,0,0,0,0
"171,131",171,131,17,13,231.82,144.43,225.45,0,0,0,0,0,0
"171,141",171,141,17,14,230.83,179.68,223.34,0,0,0,0,0,0
"171,151",171,151,17,15,175.86,88.98,191.33,0,0,0,4,0.08,0.04
"171,161",171,161,17,16,205.37,119.24,213.68,0,0,0,0,0,0
"171,171",171,171,17,17,224.88,133.13,224.21,0,0,0,0,0,0
"171,181",171,181,17,18,219.7,118.99,220.94,0,0,0,0,0,0
"171,191",171,191,17,19,219.4,127.02,227.78,0,0,0,0,0,0
"171,201",171,201,17,20,238.39,167.2,237.16,0,0,0,0,0,0
"171,211",171,211,17,21,235.69,172.36,234.2,0,0,0,0,0,0
"171,221",171,221,17,22,186.49,106.36,208.2,0,0,0,0,0,0
"171,231",171,231,17,23,169.24,89.35,201.77,0,0,0,0,0,0
"171,241",171,241,17,24,162.7,88.32,209.19,0,0,0,0,0,0
"171,251",171,251,17,25,229.95,169.98,233.28,0,0,0,0,0,0
"171,261",171,261,17,26,215.26,147.8,227.54,0,0,0,0,0,0
"171,271",171,271,17,27,194.39,125.42,226.99,0,0,0,0,0,0
"171,281",171,281,17,28,224.7,181.72,240.71,0,0,0,0,0,0
"171,291",171,291,17,29,244.25,218.22,244.95,0,0,0,0,0,0
"171,301",171,301,17,30,247.96,227.66,247.8,0,0,0,0,0,0
"171,311",171,311,17,31,245.86,223.21,245.1,0,0,0,0,0,0
"171,321",171,321,17,32,190.53,98.08,212.79,0,0,0,0,0,0
"171,331",171,331,17,33,199.75,87.75,213.07,0,0,0,0,0,0
"171,341",171,341,17,34,199.71,76.66,209.3,0,0,0,0,0,0
"171,351",171,351,17,35,218.25,108.88,217.62,0,0,0,0,0,0
"171,361",171,361,17,36,229.6,106,217.83,0,0,0,0,0,0
"171,371",171,371,17,37,230.02,113.83,220.38,0,0,0,0,0,0
"171,381",171,381,17,38,225.47,107.56,222.8,0,0,0,0,0,0
"171,391",171,391,17,39,229.07,115.72,212.71,0,0,0,0,0,0
"171,401",171,401,17,40,226.05,149.26,218.8,0,0,0,0,0,0
"171,411",171,411,17,41,239.48,164.13,230.8,0,0,0,0,0,0
"171,421",171,421,17,42,232.65,130.06,225.79,0,0,0,0,0,0
"171,431",171,431,17,43,237.18,166.64,238,0,0,0,0,0,0
"171,441",171,441,17,44,248.36,222.76,247.45,0,0,0,0,0,0
"171,451",171,451,17,45,247.22,215.6,246.28,0,0,0,0,0,0
"171,461",171,461,17,46,247.02,210.35,245.2,0,0,0,0,0,0
"171,471",171,471,17,47,246.75,219.76,245.55,0,0,0,0,0,0
"171,481",171,481,17,48,237.51,198.8,238.2,0,0,0,0,0,0
"171,491",171,491,17,49,244.41,218.08,244.92,0,0,0,0,0,0
"171,501",171,501,17,50,223.8,175.56,230.14,0,0,0,0,0,0
"171,511",171,511,17,51,199.66,104.95,212.96,0,0,0,0,0,0
"171,521",171,521,17,52,187.83,88.38,211.8,0,0,0,0,0,0
"171,531",171,531,17,53,221.75,128.92,224.2,0,0,0,0,0,0
"171,541",171,541,17,54,234.48,175.52,237.94,0,0,0,0,0,0
"171,551",171,551,17,55,237.47,180.8,239.65,0,0,0,0,0,0
"171,561",171,561,17,56,224.09,123.34,222.85,0,0,0,0,0,0
"171,571",171,571,17,57,226.14,121.67,221.92,0,0,0,0,0,0
"171,581",171,581,17,58,223.63,97.95,217.06,0,0,0,0,0,0
"171,591",171,591,17,59,229.27,105.03,220.06,0,0,0,0,0,0
"171,601",171,601,17,60,228.23333333333332,105.08888888888889,221.62222222222223,0,0,0,0,0,0
"181,1",181,1,18,0,242.99,187.5,240.02,0,0,0,0,0,0
"181,11",181,11,18,1,240.1,183.71,237.53,0,0,0,0,0,0
"181,21",181,21,18,2,205.07,141.18,225.31,0,0,0,0,0,0
"181,31",181,31,18,3,187.77,99.66,214.6,0,0,0,7,0.28,0.07
"181,41",181,41,18,4,221.08,133.62,225.18,0,0,0,0,0,0
"181,51",181,51,18,5,239.42,176.99,236.57,0,0,0,0,0,0
"181,61",181,61,18,6,214.85,135.43,229.62,0,0,0,0,0,0
"181,71",181,71,18,7,184.59,96.4,215.28,0,0,0,1,0.02,0.01
"181,81",181,81,18,8,188.75,120.63,223.11,0,0,0,3,0.1,0.03
"181,91",181,91,18,9,209.78,143.82,231.64,0,0,0,2,0.060000000000000005,0.02
"181,101",181,101,18,10,236.36,190.54,237.15,0,0,0,0,0,0
"181,111",181,111,18,11,244.67,219.82,242.25,0,0,0,0,0,0
"181,121",181,121,18,12,247.25,220.1,234.93,0,0,0,0,0,0
"181,131",181,131,18,13,177.89,72.75,187.11,0,0,0,1,0.02,0.01
"181,141",181,141,18,14,203.41,121.78,213.55,0,0,0,2,0.02,0.02
"181,151",181,151,18,15,152.3,52.99,188.49,0,0,0,0,0,0
"181,161",181,161,18,16,195.64,103.56,216.57,0,0,0,0,0,0
"181,171",181,171,18,17,225.53,145.78,229.89,0,0,0,0,0,0
"181,181",181,181,18,18,225.49,151.72,232.3,0,0,0,0,0,0
"181,191",181,191,18,19,233.18,183.87,236.36,0,0,0,0,0,0
"181,201",181,201,18,20,232.68,176.38,236.46,0,0,0,0,0,0
"181,211",181,211,18,21,234.77,189.62,237.27,0,0,0,0,0,0
"181,221",181,221,18,22,211.11,149.99,231.28,0,0,0,0,0,0
"181,231",181,231,18,23,198.9,135.99,229.03,0,0,0,0,0,0
"181,241",181,241,18,24,206.96,142.88,231.63,0,0,0,0,0,0
"181,251",181,251,18,25,229.85,183.72,240.22,0,0,0,0,0,0
"181,261",181,261,18,26,240.4,208.45,243.57,0,0,0,0,0,0
"181,271",181,271,18,27,252.14,244.07,250.22,0,0,0,0,0,0
"181,281",181,281,18,28,246.13,232.6,247.39,0,0,0,0,0,0
"181,291",181,291,18,29,248.96,231.18,248.81,0,0,0,0,0,0
"181,301",181,301,18,30,244.83,220.48,244.17,0,0,0,0,0,0
"181,311",181,311,18,31,239.53,206.56,239.46,0,0,0,0,0,0
"181,321",181,321,18,32,235.84,167.81,228.57,0,0,0,0,0,0
"181,331",181,331,18,33,207.1,107.73,211.72,0,0,0,0,0,0
"181,341",181,341,18,34,216.54,107.08,219.14,0,0,0,0,0,0
"181,351",181,351,18,35,232.31,147.25,233.26,0,0,0,0,0,0
"181,361",181,361,18,36,222.92,121.74,226.13,0,0,0,0,0,0
"181,371",181,371,18,37,226.79,120.51,223.47,0,0,0,0,0,0
"181,381",181,381,18,38,226.2,122.72,216.98,0,0,0,0,0,0
"181,391",181,391,18,39,158.75,65.55,193.14,0,0,0,9,0.24,0.09
"181,401",181,401,18,40,176.01,119.58,218.68,0,0,0,2,0.04,0.02
"181,411",181,411,18,41,221.14,127.39,219.35,0,0,0,0,0,0
"181,421",181,421,18,42,226.54,125.82,226.59,0,0,0,0,0,0
"181,431",181,431,18,43,226.95,174.42,223.26,0,0,0,0,0,0
"181,441",181,441,18,44,219.69,156.71,207.51,0,0,0,0,0,0
"181,451",181,451,18,45,237.27,198.36,234.29,0,0,0,0,0,0
"181,461",181,461,18,46,242.81,201.65,242.08,0,0,0,0,0,0
"181,471",181,471,18,47,240.92,200.13,230.37,0,0,0,0,0,0
"181,481",181,481,18,48,198.43,117.37,200.69,0,0,0,1,0.01,0.01
"181,491",181,491,18,49,239.84,204.61,240.15,0,0,0,0,0,0
"181,501",181,501,18,50,244.3,212.78,245,0,0,0,0,0,0
"181,511",181,511,18,51,188.15,131.11,218.58,0,0,0,0,0,0
"181,521",181,521,18,52,210.25,112.58,223.24,0,0,0,0,0,0
"181,531",181,531,18,53,225.94,172.84,236.7,0,0,0,0,0,0
"181,541",181,541,18,54,241.9,212.02,244.71,0,0,0,0,0,0
"181,551",181,551,18,55,248.34,230.83,247.39,0,0,0,0,0,0
"181,561",181,561,18,56,226.73,153.89,232.94,0,0,0,0,0,0
"181,571",181,571,18,57,236.7,152.4,232.48,0,0,0,0,0,0
"181,581",181,581,18,58,227.69,120.2,225.27,0,0,0,0,0,0
"181,591",181,591,18,59,221.72,123,226.94,0,0,0,0,0,0
"181,601",181,601,18,60,231.53333333333333,169.45555555555555,237.34444444444443,0,0,0,0,0,0
"191,1",191,1,19,0,243.84,192.9,239.92,0,0,0,0,0,0
"191,11",191,11,19,1,236.66,187.75,232.11,0,0,0,0,0,0
"191,21",191,21,19,2,241.06,190.02,236.33,0,0,0,0,0,0
"191,31",191,31,19,3,226.52,147.35,227.66,0,0,0,0,0,0
"191,41",191,41,19,4,226.56,150.92,231.75,0,0,0,0,0,0
"191,51",191,51,19,5,230.52,174.69,231.67,0,0,0,0,0,0
"191,61",191,61,19,6,230.14,186.67,230.32,0,0,0,0,0,0
"191,71",191,71,19,7,239.95,216.73,244.1,0,0,0,0,0,0
"191,81",191,81,19,8,241.33,214.8,239.7,0,0,0,0,0,0
"191,91",191,91,19,9,228.8,166.47,227.59,0,0,0,0,0,0
"191,101",191,101,19,10,222.3,141.29,216.41,0,0,0,0,0,0
"191,111",191,111,19,11,213.22,115.39,206.29,0,0,0,0,0,0
"191,121",191,121,19,12,201.24,92.57,201.79,0,0,0,0,0,0
"191,131",191,131,19,13,158.41,54.65,193.62,0,0,0,0,0,0
"191,141",191,141,19,14,216.03,133.56,223.75,0,0,0,0,0,0
"191,151",191,151,19,15,169.25,80.56,209.24,0,0,0,12,0.44,0.12
"191,161",191,161,19,16,210.24,120.82,225.27,0,0,0,0,0,0
"191,171",191,171,19,17,231.49,159.87,232.08,0,0,0,0,0,0
"191,181",191,181,19,18,239.43,193.54,239.44,0,0,0,0,0,0
"191,191",191,191,19,19,239.3,197.71,241.17,0,0,0,0,0,0
"191,201",191,201,19,20,241.49,205.54,241.52,0,0,0,0,0,0
"191,211",191,211,19,21,237.13,201.94,239.27,0,0,0,0,0,0
"191,221",191,221,19,22,247.57,225.48,248.93,0,0,0,0,0,0
"191,231",191,231,19,23,244.73,227.95,245.59,0,0,0,0,0,0
"191,241",191,241,19,24,242.34,220.79,245.83,0,0,0,0,0,0
"191,251",191,251,19,25,247.78,234.78,249.6,0,0,0,0,0,0
"191,261",191,261,19,26,244.79,235.12,247.57,0,0,0,0,0,0
"191,271",191,271,19,27,250.3,241.8,251.19,0,0,0,0,0,0
"191,281",191,281,19,28,251.57,245.01,251.87,0,0,0,0,0,0
"191,291",191,291,19,29,251.11,243.02,250.21,0,0,0,0,0,0
"191,301",191,301,19,30,245.34,223.68,243.98,0,0,0,0,0,0
"191,311",191,311,19,31,223.68,147.27,227.03,0,0,0,0,0,0
"191,321",191,321,19,32,224.02,130,226.35,0,0,0,0,0,0
"191,331",191,331,19,33,222.99,144.88,228.07,0,0,0,3,0.04,0.03
"191,341",191,341,19,34,216.07,156.21,233.01,0,0,0,0,0,0
"191,351",191,351,19,35,229.29,163.25,230.8,0,0,0,0,0,0
"191,361",191,361,19,36,240.64,169.08,233.82,0,0,0,0,0,0
"191,371",191,371,19,37,231.72,130.41,224.55,0,0,0,0,0,0
"191,381",191,381,19,38,222.68,119.21,218.85,0,0,0,0,0,0
"191,391",191,391,19,39,186.24,92.11,213.96,0,0,0,3,0.05,0.03
"191,401",191,401,19,40,224.7,111.26,216.68,0,0,0,0,0,0
"191,411",191,411,19,41,227.76,115.25,221.34,0,0,0,0,0,0
"191,421",191,421,19,42,229.56,120.23,222.29,0,0,0,0,0,0
"191,431",191,431,19,43,183.97,95.15,187.1,0,0,0,1,0.01,0.01
"191,441",191,441,19,44,124.06,32.93,164.81,0,0,0,0,0,0
"191,451",191,451,19,45,176.35,107.19,208.97,0,0,0,0,0,0
"191,461",191,461,19,46,239.29,197.42,233.54,0,0,0,0,0,0
"191,471",191,471,19,47,186.68,102.92,202.86,0,0,0,4,0.12,0.04
"191,481",191,481,19,48,140.91,50.54,189.97,0,0,0,12,0.28,0.12
"191,491",191,491,19,49,206.34,153.06,227.39,0,0,0,5,0.16,0.05
"191,501",191,501,19,50,245.05,213.8,243.97,0,0,0,0,0,0
"191,511",191,511,19,51,246.53,224.57,239.84,0,0,0,0,0,0
"191,521",191,521,19,52,233.43,181.16,229.44,0,0,0,0,0,0
"191,531",191,531,19,53,232.46,168.34,236.07,0,0,0,0,0,0
"191,541",191,541,19,54,247.34,221.7,247.04,0,0,0,0,0,0
"191,551",191,551,19,55,247.72,228.48,247.7,0,0,0,0,0,0
"191,561",191,561,19,56,237.09,199.37,240.83,0,0,0,0,0,0
"191,571",191,571,19,57,235.65,182.77,237.54,0,0,0,0,0,0
"191,581",191,581,19,58,227.26,151.75,231.47,0,0,0,0,0,0
"191,591",191,591,19,59,239.11,185.18,240.93,0,0,0,0,0,0
"191,601",191,601,19,60,245.32222222222222,221.27777777777777,244.45555555555555,0,0,0,0,0,0
"201,1",201,1,20,0,237.95,168.1,227.14,0,0,0,0,0,0
"201,11",201,11,20,1,168.55,79.49,193.39,0,0,0,2,0.04,0.02
"201,21",201,21,20,2,197.64,97.46,210.3,0,0,0,0,0,0
"201,31",201,31,20,3,224.98,137.01,225.87,0,0,0,0,0,0
"201,41",201,41,20,4,231.62,171.15,236.4,0,0,0,0,0,0
"201,51",201,51,20,5,230.43,164.66,224.29,0,0,0,0,0,0
"201,61",201,61,20,6,164.26,69.94,187.3,0,0,0,3,0.09,0.03
"201,71",201,71,20,7,209.59,156.09,213.82,0,0,0,0,0,0
"201,81",201,81,20,8,230.35,147.36,217.92,0,0,0,0,0,0
"201,91",201,91,20,9,221.42,107.77,212.74,0,0,0,0,0,0
"201,101",201,101,20,10,216.19,116.26,215.05,0,0,0,0,0,0
"201,111",201,111,20,11,195.58,75.15,205.38,0,0,0,0,0,0
"201,121",201,121,20,12,209.05,82.16,205.28,0,0,0,0,0,0
"201,131",201,131,20,13,207.56,86.12,210.08,0,0,0,0,0,0
"201,141",201,141,20,14,210.4,98.86,217.19,0,0,0,0,0,0
"201,151",201,151,20,15,222.61,159.26,228.23,0,0,0,0,0,0
"201,161",201,161,20,16,234.07,180.39,236.6,0,0,0,0,0,0
"201,171",201,171,20,17,226.01,165.17,231.93,0,0,0,0,0,0
