,Cluster,x,y
"641,304",-1,641,304
"642,566",-1,642,566
"643,772",-1,643,772
"643,875",-1,643,875
"644,292",-1,644,292
"651,223",-1,651,223
"654,295",-1,654,295
"657,292",-1,657,292
"657,294",-1,657,294
"689,252",-1,689,252
"692,249",-1,692,249
"699,306",-1,699,306
"701,779",-1,701,779
"703,658",-1,703,658
"703,876",-1,703,876
"708,780",-1,708,780
"708,873",-1,708,873
"721,650",-1,721,650
"722,231",-1,722,231
"738,360",-1,738,360
"754,626",-1,754,626
"758,910",-1,758,910
"758,913",-1,758,913
"763,837",-1,763,837
"764,836",-1,764,836
"773,101",-1,773,101
"773,103",-1,773,103
"775,102",-1,775,102
"788,761",-1,788,761
"801,848",-1,801,848
"806,321",-1,806,321
"813,335",-1,813,335
"817,263",-1,817,263
"832,712",-1,832,712
"835,716",-1,835,716
"836,886",-1,836,886
"840,697",-1,840,697
"841,699",-1,841,699
"843,710",-1,843,710
"848,712",-1,848,712
"853,81",-1,853,81
"853,110",-1,853,110
"866,258",-1,866,258
"870,227",-1,870,227
"871,264",-1,871,264
"872,769",-1,872,769
"875,256",-1,875,256
"875,259",-1,875,259
"877,354",-1,877,354
"882,111",-1,882,111
"884,150",-1,884,150
"885,235",-1,885,235
"886,611",-1,886,611
"886,613",-1,886,613
"887,610",-1,887,610
"887,612",-1,887,612
"888,608",-1,888,608
"889,31",-1,889,31
"889,820",-1,889,820
"891,32",-1,891,32
"894,810",-1,894,810
"894,812",-1,894,812
"896,810",-1,896,810
"897,811",-1,897,811
"900,653",-1,900,653
"916,788",-1,916,788
"919,763",-1,919,763
"921,516",-1,921,516
"922,772",-1,922,772
"923,529",-1,923,529
"924,518",-1,924,518
"924,526",-1,924,526
"924,530",-1,924,530
"925,755",-1,925,755
"925,762",-1,925,762
"926,759",-1,926,759
"927,519",-1,927,519
"928,523",-1,928,523
"928,764",-1,928,764
"929,524",-1,929,524
"937,695",-1,937,695
"938,686",-1,938,686
"940,683",-1,940,683
"947,427",-1,947,427
"948,425",-1,948,425
"950,568",-1,950,568
"954,492",-1,954,492
"961,228",-1,961,228
"963,223",-1,963,223
"964,222",-1,964,222
"964,224",-1,964,224
"970,389",-1,970,389
"976,532",-1,976,532
"980,782",-1,980,782
"991,509",-1,991,509
"997,85",-1,997,85
"997,450",-1,997,450
"999,409",-1,999,409
"1000,830",-1,1000,830
"1001,84",-1,1001,84
"1001,407",-1,1001,407
"1005,65",-1,1005,65
"1012,875",-1,1012,875
"1028,609",-1,1028,609
"1030,610",-1,1030,610
"1037,819",-1,1037,819
"1038,612",-1,1038,612
"1044,815",-1,1044,815
"1048,762",-1,1048,762
"1049,767",-1,1049,767
"1052,197",-1,1052,197
"1054,56",-1,1054,56
"1055,199",-1,1055,199
"1055,201",-1,1055,201
"1056,37",-1,1056,37
"1057,200",-1,1057,200
"1059,204",-1,1059,204
"1071,391",-1,1071,391
"1071,394",-1,1071,394
"1075,751",-1,1075,751
"1085,747",-1,1085,747
"1090,747",-1,1090,747
"1100,97",-1,1100,97
"1115,684",-1,1115,684
"1130,61",-1,1130,61
"1146,348",-1,1146,348
"1161,721",-1,1161,721
"1169,77",-1,1169,77
"1182,917",-1,1182,917
"1193,539",-1,1193,539
"1194,3",-1,1194,3
"1196,217",-1,1196,217
"1207,771",-1,1207,771
"1222,645",-1,1222,645
"1226,818",-1,1226,818
"1227,641",-1,1227,641
"1229,642",-1,1229,642
"1231,862",-1,1231,862
"1232,863",-1,1232,863
"1240,532",-1,1240,532
"1241,220",-1,1241,220
"1245,723",-1,1245,723
"1245,769",-1,1245,769
"1245,771",-1,1245,771
"1247,771",-1,1247,771
"1248,764",-1,1248,764
"1249,445",-1,1249,445
"1249,766",-1,1249,766
"1252,527",-1,1252,527
"1254,831",-1,1254,831
"1255,832",-1,1255,832
"1260,150",-1,1260,150
"1269,35",-1,1269,35
"1284,491",-1,1284,491
"1287,491",-1,1287,491
"1288,490",-1,1288,490
"1309,425",-1,1309,425
"1311,424",-1,1311,424
"1312,827",-1,1312,827
"1321,429",-1,1321,429
"1322,430",-1,1322,430
"1324,660",-1,1324,660
"1327,668",-1,1327,668
"1348,442",-1,1348,442
"1350,448",-1,1350,448
"1357,206",-1,1357,206
"1358,204",-1,1358,204
"1358,213",-1,1358,213
"1364,327",-1,1364,327
"1377,516",-1,1377,516
"1384,763",-1,1384,763
"1388,451",-1,1388,451
"1390,445",-1,1390,445
"1391,451",-1,1391,451
"1400,768",-1,1400,768
"1405,335",-1,1405,335
"1408,763",-1,1408,763
"1409,761",-1,1409,761
"1411,277",-1,1411,277
"1415,278",-1,1415,278
"1415,705",-1,1415,705
"1416,707",-1,1416,707
"1417,708",-1,1417,708
"1419,313",-1,1419,313
"1423,274",-1,1423,274
"1423,708",-1,1423,708
"1431,484",-1,1431,484
"1433,364",-1,1433,364
"1434,489",-1,1434,489
"1435,397",-1,1435,397
"1442,540",-1,1442,540
"1444,69",-1,1444,69
"1449,709",-1,1449,709
"1452,715",-1,1452,715
"1453,714",-1,1453,714
"1463,707",-1,1463,707
"1465,706",-1,1465,706
"1468,36",-1,1468,36
"1469,411",-1,1469,411
"1469,491",-1,1469,491
"1469,499",-1,1469,499
"1470,410",-1,1470,410
"1483,43",-1,1483,43
"1485,9",-1,1485,9
"1487,379",-1,1487,379
"1492,147",-1,1492,147
"1493,261",-1,1493,261
"1498,382",-1,1498,382
"1499,383",-1,1499,383
"1503,259",-1,1503,259
"1503,433",-1,1503,433
"1503,850",-1,1503,850
"1507,429",-1,1507,429
"1517,638",-1,1517,638
"1522,557",-1,1522,557
"1524,552",-1,1524,552
"1524,726",-1,1524,726
"1525,828",-1,1525,828
"1528,725",-1,1528,725
"1529,557",-1,1529,557
"1533,555",-1,1533,555
"1540,264",-1,1540,264
"1543,88",-1,1543,88
"1548,749",-1,1548,749
"1549,262",-1,1549,262
"1549,750",-1,1549,750
"1551,110",-1,1551,110
"1555,115",-1,1555,115
"1555,501",-1,1555,501
"1560,119",-1,1560,119
"1571,513",-1,1571,513
"1577,511",-1,1577,511
"1577,518",-1,1577,518
"1588,630",-1,1588,630
"1588,706",-1,1588,706
"1589,703",-1,1589,703
"1595,495",-1,1595,495
"1597,324",-1,1597,324
"1597,335",-1,1597,335
"1599,337",-1,1599,337
"1601,455",-1,1601,455
"1603,43",-1,1603,43
"1604,548",-1,1604,548
"1606,457",-1,1606,457
"1607,44",-1,1607,44
"1607,405",-1,1607,405
"1608,479",-1,1608,479
"1609,481",-1,1609,481
"1609,495",-1,1609,495
"1611,652",-1,1611,652
"1614,491",-1,1614,491
"1615,392",-1,1615,392
"1618,99",-1,1618,99
"1624,40",-1,1624,40
"1624,99",-1,1624,99
"1626,900",-1,1626,900
"1634,651",-1,1634,651
"1636,799",-1,1636,799
"1637,101",-1,1637,101
"1639,800",-1,1639,800
"1640,798",-1,1640,798
"1641,70",-1,1641,70
"1641,797",-1,1641,797
"1648,702",-1,1648,702
"1655,70",-1,1655,70
"1656,72",-1,1656,72
"1656,88",-1,1656,88
"1657,89",-1,1657,89
"1658,88",-1,1658,88
"1661,902",-1,1661,902
"1664,902",-1,1664,902
"1683,102",-1,1683,102
"1683,729",-1,1683,729
"1684,99",-1,1684,99
"1686,99",-1,1686,99
"1689,694",-1,1689,694
"1693,733",-1,1693,733
"1695,589",-1,1695,589
"1700,583",-1,1700,583
"1708,720",-1,1708,720
"1710,721",-1,1710,721
"1714,627",-1,1714,627
"1717,633",-1,1717,633
"1717,716",-1,1717,716
"1723,721",-1,1723,721
"1724,395",-1,1724,395
"1725,632",-1,1725,632
"1725,723",-1,1725,723
"1727,609",-1,1727,609
"1730,393",-1,1730,393
"1730,700",-1,1730,700
"1732,716",-1,1732,716
"1733,821",-1,1733,821
"1734,719",-1,1734,719
"1736,832",-1,1736,832
"1737,721",-1,1737,721
"1737,726",-1,1737,726
"1737,820",-1,1737,820
"1739,724",-1,1739,724
"1742,2",-1,1742,2
"1767,661",-1,1767,661
"1775,348",-1,1775,348
"1776,347",-1,1776,347
"1795,868",-1,1795,868
"1796,870",-1,1796,870
"1797,346",-1,1797,346
"1797,864",-1,1797,864
"1797,878",-1,1797,878
"1802,872",-1,1802,872
"1810,94",-1,1810,94
"1810,100",-1,1810,100
"1811,99",-1,1811,99
"1812,359",-1,1812,359
"1813,317",-1,1813,317
"1814,316",-1,1814,316
"1821,330",-1,1821,330
"1825,329",-1,1825,329
"1827,224",-1,1827,224
"1830,325",-1,1830,325
"1831,326",-1,1831,326
"1836,107",-1,1836,107
"1837,106",-1,1837,106
"1844,834",-1,1844,834
"1847,713",-1,1847,713
"1849,703",-1,1849,703
"1849,834",-1,1849,834
"1851,704",-1,1851,704
"1853,710",-1,1853,710
"1855,139",-1,1855,139
"1885,819",-1,1885,819
"1886,285",-1,1886,285
"1887,284",-1,1887,284
"1889,284",-1,1889,284
"1891,718",-1,1891,718
"1893,721",-1,1893,721
"1893,795",-1,1893,795
"1894,794",-1,1894,794
"1898,282",-1,1898,282
"1899,691",-1,1899,691
"1901,739",-1,1901,739
"1902,698",-1,1902,698
"1904,698",-1,1904,698
"1905,696",-1,1905,696
"1909,782",-1,1909,782
"1910,695",-1,1910,695
"1910,923",-1,1910,923
"1913,788",-1,1913,788
"1915,715",-1,1915,715
"1,311",2,1,311
"1,312",2,1,312
"1,313",2,1,313
"2,312",2,2,312
"2,313",2,2,313
"1,316",3,1,316
"1,317",3,1,317
"1,318",3,1,318
"2,316",3,2,316
"2,317",3,2,317
"2,318",3,2,318
"3,316",3,3,316
"3,317",3,3,317
"4,316",3,4,316
"4,317",3,4,317
"5,316",3,5,316
"5,317",3,5,317
"1,806",4,1,806
"2,806",4,2,806
"2,299",5,2,299
"3,299",5,3,299
"4,299",5,4,299
"2,804",6,2,804
"3,804",6,3,804
"4,804",6,4,804
"4,805",6,4,805
"5,804",6,5,804
"3,308",7,3,308
"3,309",7,3,309
"4,309",7,4,309
"4,314",8,4,314
"5,313",8,5,313
"5,314",8,5,314
"5,297",9,5,297
"6,297",9,6,297
"7,297",9,7,297
"7,298",9,7,298
"7,302",9,7,302
"7,303",9,7,303
"7,304",9,7,304
"7,305",9,7,305
"8,297",9,8,297
"8,298",9,8,298
"8,299",9,8,299
"8,300",9,8,300
"8,301",9,8,301
"8,302",9,8,302
"8,303",9,8,303
"8,304",9,8,304
"8,305",9,8,305
"8,306",9,8,306
"9,297",9,9,297
"9,298",9,9,298
"9,299",9,9,299
"9,300",9,9,300
"9,301",9,9,301
"9,302",9,9,302
"9,303",9,9,303
"9,304",9,9,304
"9,305",9,9,305
"10,300",9,10,300
"10,301",9,10,301
"10,302",9,10,302
"10,303",9,10,303
"10,304",9,10,304
"5,308",10,5,308
"6,308",10,6,308
"6,309",10,6,309
"7,307",10,7,307
"7,308",10,7,308
"10,798",11,10,798
"11,796",11,11,796
"11,797",11,11,797
"11,798",11,11,798
"11,799",11,11,799
"11,800",11,11,800
"12,796",11,12,796
"12,797",11,12,797
"12,798",11,12,798
"12,799",11,12,799
"12,800",11,12,800
"13,796",11,13,796
"13,797",11,13,797
"13,798",11,13,798
"13,799",11,13,799
"13,800",11,13,800
"13,801",11,13,801
"13,802",11,13,802
"13,803",11,13,803
"14,796",11,14,796
"14,797",11,14,797
"14,798",11,14,798
"14,799",11,14,799
"14,802",11,14,802
"14,803",11,14,803
"15,796",11,15,796
"15,797",11,15,797
"15,798",11,15,798
"15,799",11,15,799
"15,802",11,15,802
"15,803",11,15,803
"16,796",11,16,796
"16,797",11,16,797
"16,798",11,16,798
"16,799",11,16,799
"16,800",11,16,800
"16,801",11,16,801
"16,802",11,16,802
"16,803",11,16,803
"17,796",11,17,796
"17,797",11,17,797
"17,798",11,17,798
"17,799",11,17,799
"17,800",11,17,800
"17,801",11,17,801
"17,802",11,17,802
"17,803",11,17,803
"18,797",11,18,797
"18,798",11,18,798
"18,799",11,18,799
"18,800",11,18,800
"18,801",11,18,801
"18,802",11,18,802
"19,798",11,19,798
"19,799",11,19,799
"19,800",11,19,800
"19,801",11,19,801
"20,801",11,20,801
"21,798",11,21,798
"21,799",11,21,799
"21,800",11,21,800
"21,801",11,21,801
"22,798",11,22,798
"22,799",11,22,799
"22,800",11,22,800
"22,801",11,22,801
"29,550",12,29,550
"30,550",12,30,550
"31,550",12,31,550
"31,551",12,31,551
"32,550",12,32,550
"32,551",12,32,551
"33,335",13,33,335
"33,336",13,33,336
"34,336",13,34,336
"35,335",13,35,335
"35,336",13,35,336
"35,338",13,35,338
"35,339",13,35,339
"36,336",13,36,336
"36,337",13,36,337
"36,338",13,36,338
"36,339",13,36,339
"33,596",14,33,596
"34,596",14,34,596
"35,595",14,35,595
"35,596",14,35,596
"36,596",14,36,596
"36,597",14,36,597
"37,594",14,37,594
"37,595",14,37,595
"37,596",14,37,596
"38,596",14,38,596
"39,596",14,39,596
"33,813",15,33,813
"34,813",15,34,813
"35,398",16,35,398
"36,397",16,36,397
"36,398",16,36,398
"37,398",16,37,398
"38,630",17,38,630
"38,631",17,38,631
"39,631",17,39,631
"39,629",18,39,629
"40,629",18,40,629
"40,630",18,40,630
"41,629",18,41,629
"41,313",19,41,313
"42,313",19,42,313
"42,314",19,42,314
"42,315",19,42,315
"42,318",20,42,318
"43,312",20,43,312
"43,318",20,43,318
"44,312",20,44,312
"44,315",20,44,315
"44,317",20,44,317
"44,318",20,44,318
"45,312",20,45,312
"45,313",20,45,313
"45,315",20,45,315
"45,316",20,45,316
"45,317",20,45,317
"45,318",20,45,318
"45,319",20,45,319
"46,313",20,46,313
"46,314",20,46,314
"46,315",20,46,315
"46,318",20,46,318
"42,792",21,42,792
"42,793",21,42,793
"42,794",21,42,794
"43,792",21,43,792
"43,793",21,43,793
"43,794",21,43,794
"44,791",21,44,791
"44,792",21,44,792
"44,793",21,44,793
"44,794",21,44,794
"44,795",21,44,795
"45,790",21,45,790
"45,791",21,45,791
"45,793",21,45,793
"45,794",21,45,794
"45,795",21,45,795
"46,790",21,46,790
"46,794",21,46,794
"47,794",21,47,794
"48,794",21,48,794
"49,794",21,49,794
"43,627",22,43,627
"44,625",22,44,625
"44,626",22,44,626
"44,627",22,44,627
"47,476",23,47,476
"48,476",23,48,476
"47,482",24,47,482
"47,483",24,47,483
"48,481",24,48,481
"48,482",24,48,482
"48,483",24,48,483
"48,484",24,48,484
"49,479",24,49,479
"49,480",24,49,480
"49,481",24,49,481
"47,494",25,47,494
"47,495",25,47,495
"47,496",25,47,496
"48,492",25,48,492
"48,493",25,48,493
"48,494",25,48,494
"48,495",25,48,495
"49,492",25,49,492
"49,493",25,49,493
"50,492",25,50,492
"50,493",25,50,493
"50,494",25,50,494
"51,492",25,51,492
"51,493",25,51,493
"51,494",25,51,494
"51,495",25,51,495
"52,493",25,52,493
"52,494",25,52,494
"52,495",25,52,495
"52,496",25,52,496
"52,497",25,52,497
"53,495",25,53,495
"53,496",25,53,496
"53,497",25,53,497
"53,498",25,53,498
"53,499",25,53,499
"54,495",25,54,495
"54,496",25,54,496
"54,497",25,54,497
"54,498",25,54,498
"55,495",25,55,495
"55,496",25,55,496
"55,497",25,55,497
"55,498",25,55,498
"55,499",25,55,499
"55,500",25,55,500
"56,496",25,56,496
"47,622",26,47,622
"47,623",26,47,623
"48,622",26,48,622
"48,623",26,48,623
"49,622",26,49,622
"48,809",27,48,809
"48,810",27,48,810
"50,482",28,50,482
"51,482",28,51,482
"50,791",29,50,791
"51,791",29,51,791
"52,791",29,52,791
"52,792",29,52,792
"53,792",29,53,792
"53,793",29,53,793
"51,480",30,51,480
"52,480",30,52,480
"51,498",31,51,498
"51,499",31,51,499
"51,620",32,51,620
"52,620",32,52,620
"52,483",33,52,483
"53,483",33,53,483
"54,502",34,54,502
"54,503",34,54,503
"54,794",35,54,794
"54,795",35,54,795
"69,786",36,69,786
"69,787",36,69,787
"69,789",37,69,789
"70,788",37,70,788
"70,789",37,70,789
"70,790",37,70,790
"71,789",37,71,789
"72,854",38,72,854
"72,855",38,72,855
"73,852",38,73,852
"73,853",38,73,853
"73,854",38,73,854
"73,855",38,73,855
"74,852",38,74,852
"74,853",38,74,853
"74,854",38,74,854
"74,855",38,74,855
"75,854",38,75,854
"75,855",38,75,855
"75,856",38,75,856
"76,852",38,76,852
"76,853",38,76,853
"76,854",38,76,854
"76,855",38,76,855
"76,856",38,76,856
"77,853",38,77,853
"77,854",38,77,854
"77,855",38,77,855
"78,852",38,78,852
"78,853",38,78,853
"78,854",38,78,854
"79,854",38,79,854
"74,850",39,74,850
"75,850",39,75,850
"76,849",39,76,849
"76,850",39,76,850
"77,848",39,77,848
"77,849",39,77,849
"78,848",39,78,848
"78,849",39,78,849
"78,850",39,78,850
"79,849",39,79,849
"79,850",39,79,850
"79,851",39,79,851
"80,850",39,80,850
"80,851",39,80,851
"81,851",39,81,851
"78,789",40,78,789
"78,790",40,78,790
"79,789",40,79,789
"79,790",40,79,790
"83,421",41,83,421
"83,422",41,83,422
"85,422",42,85,422
"85,423",42,85,423
"85,424",42,85,424
"86,423",42,86,423
"87,420",43,87,420
"87,421",43,87,421
"87,486",44,87,486
"88,486",44,88,486
"89,485",44,89,485
"89,486",44,89,486
"88,446",45,88,446
"88,447",45,88,447
"89,447",45,89,447
"89,448",45,89,448
"88,635",46,88,635
"89,635",46,89,635
"89,416",47,89,416
"89,417",47,89,417
"90,415",47,90,415
"90,416",47,90,416
"90,394",48,90,394
"90,395",48,90,395
"90,481",49,90,481
"90,482",49,90,482
"90,483",49,90,483
"91,482",49,91,482
"91,483",49,91,483
"92,482",49,92,482
"92,483",49,92,483
"92,484",49,92,484
"92,485",49,92,485
"93,482",49,93,482
"90,868",50,90,868
"91,867",50,91,867
"91,868",50,91,868
"108,476",51,108,476
"109,476",51,109,476
"110,476",51,110,476
"111,476",51,111,476
"111,456",52,111,456
"111,457",52,111,457
"112,456",52,112,456
"112,574",53,112,574
"112,575",53,112,575
"112,576",53,112,576
"113,477",54,113,477
"113,478",54,113,478
"114,476",54,114,476
"114,477",54,114,477
"114,478",54,114,478
"115,478",54,115,478
"115,479",54,115,479
"116,477",54,116,477
"116,478",54,116,478
"116,479",54,116,479
"116,480",54,116,480
"117,478",54,117,478
"117,479",54,117,479
"117,480",54,117,480
"117,481",54,117,481
"118,478",54,118,478
"118,479",54,118,479
"118,480",54,118,480
"118,481",54,118,481
"118,482",54,118,482
"114,455",55,114,455
"115,455",55,115,455
"114,858",56,114,858
"114,859",56,114,859
"115,858",56,115,858
"115,859",56,115,859
"116,459",57,116,459
"117,459",57,117,459
"117,460",57,117,460
"118,459",57,118,459
"117,484",58,117,484
"118,484",58,118,484
"121,846",59,121,846
"121,847",59,121,847
"121,848",59,121,848
"123,810",60,123,810
"123,812",60,123,812
"124,809",60,124,809
"124,810",60,124,810
"124,812",60,124,812
"124,813",60,124,813
"124,814",60,124,814
"124,815",60,124,815
"125,810",60,125,810
"125,811",60,125,811
"125,812",60,125,812
"125,813",60,125,813
"125,814",60,125,814
"126,811",60,126,811
"126,812",60,126,812
"126,813",60,126,813
"126,814",60,126,814
"127,812",60,127,812
"127,813",60,127,813
"127,814",60,127,814
"128,811",60,128,811
"128,812",60,128,812
"128,813",60,128,813
"128,814",60,128,814
"129,813",60,129,813
"129,814",60,129,814
"129,815",60,129,815
"129,816",60,129,816
"133,372",61,133,372
"133,373",61,133,373
"137,432",62,137,432
"138,431",62,138,431
"138,432",62,138,432
"139,432",62,139,432
"139,433",62,139,433
"139,434",62,139,434
"140,434",62,140,434
"140,435",62,140,435
"140,436",62,140,436
"141,436",62,141,436
"141,437",62,141,437
"149,472",63,149,472
"150,472",63,150,472
"150,473",63,150,473
"151,472",63,151,472
"151,473",63,151,473
"149,553",64,149,553
"150,553",64,150,553
"151,553",64,151,553
"152,551",64,152,551
"152,552",64,152,552
"152,553",64,152,553
"150,547",65,150,547
"151,547",65,151,547
"151,555",66,151,555
"152,555",66,152,555
"152,548",67,152,548
"152,549",67,152,549
"153,524",68,153,524
"154,524",68,154,524
"154,525",68,154,525
"153,546",69,153,546
"153,547",69,153,547
"153,550",69,153,550
"154,546",69,154,546
"154,547",69,154,547
"154,548",69,154,548
"154,549",69,154,549
"154,550",69,154,550
"154,551",69,154,551
"155,547",69,155,547
"155,548",69,155,548
"155,549",69,155,549
"155,550",69,155,550
"156,549",69,156,549
"156,550",69,156,550
"154,441",70,154,441
"155,440",70,155,440
"155,441",70,155,441
"156,440",70,156,440
"165,895",71,165,895
"165,896",71,165,896
"166,895",71,166,895
"166,896",71,166,896
"167,895",71,167,895
"167,896",71,167,896
"168,895",71,168,895
"168,896",71,168,896
"170,469",72,170,469
"170,470",72,170,470
"171,469",72,171,469
"175,653",73,175,653
"175,654",73,175,654
"180,460",74,180,460
"181,460",74,181,460
"192,412",75,192,412
"192,413",75,192,413
"194,679",76,194,679
"194,680",76,194,680
"194,681",76,194,681
"195,678",76,195,678
"195,679",76,195,679
"195,680",76,195,680
"195,682",76,195,682
"196,678",76,196,678
"196,679",76,196,679
"196,680",76,196,680
"196,681",76,196,681
"196,682",76,196,682
"197,674",76,197,674
"197,675",76,197,675
"197,676",76,197,676
"197,677",76,197,677
"197,678",76,197,678
"197,679",76,197,679
"197,680",76,197,680
"197,681",76,197,681
"197,682",76,197,682
"198,674",76,198,674
"198,675",76,198,675
"198,676",76,198,676
"198,677",76,198,677
"198,678",76,198,678
"198,679",76,198,679
"198,680",76,198,680
"198,681",76,198,681
"198,682",76,198,682
"199,674",76,199,674
"199,675",76,199,675
"199,676",76,199,676
"199,677",76,199,677
"199,678",76,199,678
"199,679",76,199,679
"199,680",76,199,680
"199,681",76,199,681
"200,675",76,200,675
"200,676",76,200,676
"200,677",76,200,677
"200,678",76,200,678
"200,679",76,200,679
"200,680",76,200,680
"201,676",76,201,676
"201,677",76,201,677
"201,678",76,201,678
"201,679",76,201,679
"202,676",76,202,676
"202,677",76,202,677
"202,678",76,202,678
"202,679",76,202,679
"203,672",76,203,672
"203,673",76,203,673
"203,674",76,203,674
"203,675",76,203,675
"203,676",76,203,676
"203,677",76,203,677
"203,678",76,203,678
"203,679",76,203,679
"204,672",76,204,672
"204,673",76,204,673
"204,674",76,204,674
"204,675",76,204,675
"204,676",76,204,676
"205,676",76,205,676
"205,677",76,205,677
"205,678",76,205,678
"205,679",76,205,679
"205,680",76,205,680
"197,409",77,197,409
"197,410",77,197,410
"197,411",77,197,411
"198,412",78,198,412
"199,412",78,199,412
"201,620",79,201,620
"201,621",79,201,621
"202,620",79,202,620
"202,621",79,202,621
"203,620",79,203,620
"203,621",79,203,621
"203,622",79,203,622
"203,624",79,203,624
"204,620",79,204,620
"204,621",79,204,621
"204,624",79,204,624
"205,620",79,205,620
"205,621",79,205,621
"205,622",79,205,622
"205,623",79,205,623
"205,624",79,205,624
"205,625",79,205,625
"206,622",79,206,622
"206,623",79,206,623
"206,624",79,206,624
"206,625",79,206,625
"207,621",79,207,621
"207,622",79,207,622
"207,623",79,207,623
"208,622",79,208,622
"202,407",80,202,407
"202,408",80,202,408
"203,408",80,203,408
"203,409",80,203,409
"205,614",81,205,614
"206,614",81,206,614
"206,541",82,206,541
"206,542",82,206,542
"206,543",82,206,543
"207,543",82,207,543
"208,543",82,208,543
"208,544",82,208,544
"207,626",83,207,626
"208,626",83,208,626
"209,464",84,209,464
"209,465",84,209,465
"210,463",84,210,463
"210,464",84,210,464
"211,463",84,211,463
"212,463",84,212,463
"212,464",84,212,464
"210,625",85,210,625
"211,625",85,211,625
"212,625",85,212,625
"212,626",85,212,626
"211,369",86,211,369
"211,370",86,211,370
"212,368",86,212,368
"212,369",86,212,369
"212,370",86,212,370
"212,371",86,212,371
"213,371",86,213,371
"213,372",86,213,372
"214,372",86,214,372
"211,465",87,211,465
"211,466",87,211,466
"212,466",87,212,466
"213,465",87,213,465
"213,466",87,213,466
"213,467",87,213,467
"213,468",87,213,468
"214,465",87,214,465
"214,466",87,214,466
"214,467",87,214,467
"214,468",87,214,468
"215,463",87,215,463
"215,466",87,215,466
"215,467",87,215,467
"215,468",87,215,468
"216,462",87,216,462
"216,463",87,216,463
"216,464",87,216,464
"216,465",87,216,465
"216,466",87,216,466
"216,467",87,216,467
"216,468",87,216,468
"216,469",87,216,469
"217,462",87,217,462
"217,464",87,217,464
"217,465",87,217,465
"217,466",87,217,466
"217,467",87,217,467
"217,468",87,217,468
"218,462",87,218,462
"218,464",87,218,464
"218,465",87,218,465
"218,466",87,218,466
"218,467",87,218,467
"219,462",87,219,462
"219,466",87,219,466
"219,467",87,219,467
"220,462",87,220,462
"213,366",88,213,366
"213,367",88,213,367
"214,366",88,214,366
"214,367",88,214,367
"215,364",89,215,364
"215,365",89,215,365
"216,364",89,216,364
"220,464",90,220,464
"220,465",90,220,465
"221,463",90,221,463
"221,464",90,221,464
"222,463",90,222,463
"222,464",90,222,464
"222,465",90,222,465
"222,466",90,222,466
"223,462",90,223,462
"223,463",90,223,463
"223,464",90,223,464
"223,465",90,223,465
"223,466",90,223,466
"224,463",90,224,463
"224,464",90,224,464
"224,465",90,224,465
"224,466",90,224,466
"225,463",90,225,463
"225,464",90,225,464
"225,465",90,225,465
"225,466",90,225,466
"225,467",90,225,467
"226,462",90,226,462
"226,463",90,226,463
"226,464",90,226,464
"226,465",90,226,465
"226,466",90,226,466
"226,468",90,226,468
"227,463",90,227,463
"227,464",90,227,464
"227,465",90,227,465
"227,466",90,227,466
"227,467",90,227,467
"227,468",90,227,468
"228,463",90,228,463
"228,464",90,228,464
"228,465",90,228,465
"228,466",90,228,466
"228,467",90,228,467
"228,468",90,228,468
"223,593",91,223,593
"223,594",91,223,594
"229,591",92,229,591
"229,592",92,229,592
"229,593",92,229,593
"229,594",92,229,594
"229,595",92,229,595
"230,591",92,230,591
"230,592",92,230,592
"230,593",92,230,593
"230,594",92,230,594
"230,595",92,230,595
"231,591",92,231,591
"231,592",92,231,592
"231,593",92,231,593
"231,594",92,231,594
"239,211",93,239,211
"240,210",93,240,210
"240,211",93,240,211
"241,210",93,241,210
"241,211",93,241,211
"242,210",93,242,210
"243,213",94,243,213
"243,214",94,243,214
"244,213",94,244,213
"244,214",94,244,214
"245,212",94,245,212
"245,213",94,245,213
"243,508",95,243,508
"244,508",95,244,508
"244,509",95,244,509
"245,220",96,245,220
"246,220",96,246,220
"246,221",96,246,221
"245,500",97,245,500
"246,500",97,246,500
"246,508",98,246,508
"246,509",98,246,509
"246,510",98,246,510
"247,510",98,247,510
"247,511",98,247,511
"247,503",99,247,503
"248,502",99,248,502
"248,503",99,248,503
"247,513",100,247,513
"247,514",100,247,514
"248,513",100,248,513
"248,493",101,248,493
"249,492",101,249,492
"249,493",101,249,493
"249,494",101,249,494
"250,490",101,250,490
"250,491",101,250,491
"250,492",101,250,492
"250,493",101,250,493
"250,494",101,250,494
"251,490",101,251,490
"251,491",101,251,491
"251,493",101,251,493
"251,494",101,251,494
"251,495",101,251,495
"252,490",101,252,490
"252,491",101,252,491
"252,493",101,252,493
"252,494",101,252,494
"253,484",101,253,484
"253,488",101,253,488
"253,489",101,253,489
"253,490",101,253,490
"253,491",101,253,491
"253,493",101,253,493
"253,494",101,253,494
"254,484",101,254,484
"254,488",101,254,488
"254,489",101,254,489
"254,490",101,254,490
"255,484",101,255,484
"255,487",101,255,487
"255,488",101,255,488
"255,489",101,255,489
"256,484",101,256,484
"256,485",101,256,485
"256,486",101,256,486
"256,487",101,256,487
"257,485",101,257,485
"257,486",101,257,486
"254,492",102,254,492
"255,492",102,255,492
"255,493",102,255,493
"255,494",102,255,494
"256,493",102,256,493
"291,412",103,291,412
"292,412",103,292,412
"292,192",104,292,192
"292,193",104,292,193
"293,192",104,293,192
"293,193",104,293,193
"293,195",104,293,195
